Orthogroup	DSUP.longest_only	SLEB.longest_only
OG0004930	LOC119549195|XP_037712952.1|DSUP	LOC115624604|XP_030375213.1|SLEB
OG0004931	LOC119551209|XP_037716371.1|DSUP	LOC115623097|XP_030373166.1|SLEB
OG0004932	LOC119552672|XP_037718309.1|DSUP	LOC115632714|XP_030385816.1|SLEB
OG0004933	LOC119551700|XP_037717096.1|DSUP	LOC115628443|XP_030380421.1|SLEB
OG0004934	LOC119551835|XP_037717333.1|DSUP	LOC115633957|XP_030387335.1|SLEB
OG0004935	LOC119551938|XP_037717526.1|DSUP	LOC115620019|XP_030368983.1|SLEB
OG0004936	LOC119553675|XP_037720146.1|DSUP	LOC115622742|XP_030372649.1|SLEB
OG0004937	LOC119553268|XP_037719487.1|DSUP	LOC115632386|XP_030385375.1|SLEB
OG0004938	LOC119553080|XP_037719155.1|DSUP	LOC115622824|XP_030372759.1|SLEB
OG0004939	LOC119552820|XP_037718600.1|DSUP	LOC115633722|XP_030387048.1|SLEB, LOC115633745|XP_030387078.1|SLEB
OG0004940	LOC119552817|XP_037718592.1|DSUP	LOC115623825|XP_030374233.1|SLEB
OG0004941	LOC119554846|XP_037721850.1|DSUP	LOC115632715|XP_030385818.1|SLEB
OG0004942	LOC119555658|XP_037723167.1|DSUP	LOC115622719|XP_030372619.1|SLEB
OG0004943	LOC119553064|XP_037719118.1|DSUP	LOC115622485|XP_030372291.1|SLEB
OG0004944	LOC119555191|XP_037722376.1|DSUP	LOC115622588|XP_030372443.1|SLEB
OG0004945	LOC119551345|XP_037716589.1|DSUP	LOC115625172|XP_030375991.1|SLEB
OG0004946	LOC119553467|XP_037719797.1|DSUP	LOC115628180|XP_030380027.1|SLEB
OG0004947	LOC119554171|XP_037720889.1|DSUP	LOC115628241|XP_030380114.1|SLEB
OG0004948	LOC119553893|XP_037720488.1|DSUP	LOC115628411|XP_030380359.1|SLEB
OG0004949	LOC119555514|XP_037722862.1|DSUP	LOC115628362|XP_030380299.1|SLEB
OG0004950	LOC119554775|XP_037721746.1|DSUP	LOC115632909|XP_030386059.1|SLEB
OG0004951	LOC119546599|XP_037708958.1|DSUP	LOC115621224|XP_030370670.1|SLEB
OG0004952	LOC119552787|XP_037718540.1|DSUP	LOC115632666|XP_030385760.1|SLEB
OG0004953	LOC119552956|XP_037718867.1|DSUP	LOC115632183|XP_030385077.1|SLEB
OG0004954	LOC119554754|XP_037721710.1|DSUP	LOC115632483|XP_030385518.1|SLEB
OG0004955	LOC119555062|XP_037722193.1|DSUP	LOC115622606|XP_030372464.1|SLEB
OG0004956	LOC119550542|XP_037715199.1|DSUP	LOC115634411|XP_030387967.1|SLEB
OG0004957	LOC119553065|XP_037719119.1|DSUP	LOC115632455|XP_030385471.1|SLEB
OG0004958	LOC119555442|XP_037722744.1|DSUP	LOC115632451|XP_030385462.1|SLEB
OG0004959	LOC119555444|XP_037722746.1|DSUP	LOC115632889|XP_030386030.1|SLEB
OG0004960	LOC119555441|XP_037722740.1|DSUP	LOC115632319|XP_030385282.1|SLEB
OG0004961	LOC119549277|XP_037713139.1|DSUP	LOC115627004|XP_030378384.1|SLEB
OG0004962	LOC119555693|XP_037723275.1|DSUP	LOC115632199|XP_030385105.1|SLEB
OG0004963	LOC119552639|XP_037718258.1|DSUP	LOC115621909|XP_030371604.1|SLEB
OG0004964	LOC119553120|XP_037719235.1|DSUP	LOC115623234|XP_030373343.1|SLEB
OG0004965	LOC119555011|XP_037722082.1|DSUP	LOC115622930|XP_030372918.1|SLEB
OG0004966	LOC119553039|XP_037719030.1|DSUP	LOC115623278|XP_030373420.1|SLEB
OG0004967	LOC119551633|XP_037716986.1|DSUP	LOC115633851|XP_030387202.1|SLEB
OG0004968	LOC119554698|XP_037721629.1|DSUP	LOC115624652|XP_030375292.1|SLEB
OG0004969	LOC119550042|XP_037714423.1|DSUP	LOC115634209|XP_030387661.1|SLEB
OG0004970	LOC119554993|XP_037722059.1|DSUP	LOC115632640|XP_030385730.1|SLEB
OG0004971	LOC119552800|XP_037718561.1|DSUP	LOC115632164|XP_030385051.1|SLEB
OG0004972	LOC119553278|XP_037719499.1|DSUP	LOC115622906|XP_030372889.1|SLEB
OG0004973	LOC119553066|XP_037719120.1|DSUP	LOC115633118|XP_030386367.1|SLEB
OG0004974	LOC119555329|XP_037722588.1|DSUP	LOC115632605|XP_030385692.1|SLEB
OG0004975	LOC119552990|XP_037718937.1|DSUP	LOC115624990|XP_030375718.1|SLEB
OG0004976	LOC119553027|XP_037719011.1|DSUP	LOC115628343|XP_030380267.1|SLEB
OG0004977	LOC119549309|XP_037713197.1|DSUP	LOC115620170|XP_030369161.1|SLEB
OG0004978	LOC119552065|XP_037717757.1|DSUP	LOC115623560|XP_030373820.1|SLEB
OG0004979	LOC119553776|XP_037720311.1|DSUP	LOC115622514|XP_030372328.1|SLEB
OG0004980	LOC119553248|XP_037719452.1|DSUP	LOC115622844|XP_030372785.1|SLEB
OG0004981	LOC119553053|XP_037719093.1|DSUP	LOC115633670|XP_030386975.1|SLEB
OG0004982	LOC119554405|XP_037721223.1|DSUP	LOC115633824|XP_030387171.1|SLEB
OG0004983	LOC119554339|XP_037721132.1|DSUP	LOC115632288|XP_030385241.1|SLEB
OG0004984	LOC119554528|XP_037721402.1|DSUP	LOC115622800|XP_030372725.1|SLEB
OG0004985	LOC119555700|XP_037723282.1|DSUP	LOC115628369|XP_030380305.1|SLEB
OG0004986	LOC119553662|XP_037720100.1|DSUP	LOC115622315|XP_030372081.1|SLEB
OG0004987	LOC119554531|XP_037721409.1|DSUP	LOC115632953|XP_030386110.1|SLEB
OG0004988	LOC119555703|XP_037723284.1|DSUP	LOC115628250|XP_030380126.1|SLEB
OG0004989	LOC119554533|XP_037721412.1|DSUP	LOC115632449|XP_030385459.1|SLEB
OG0004990	LOC119551388|XP_037716641.1|DSUP	LOC115634248|XP_030387702.1|SLEB
OG0004991	LOC119549069|XP_037712703.1|DSUP	LOC115634751|XP_030388501.1|SLEB
OG0004992	LOC119549070|XP_037712704.1|DSUP	LOC115634752|XP_030388503.1|SLEB
OG0004993	LOC119554482|XP_037721335.1|DSUP	LOC115632746|XP_030385854.1|SLEB
OG0004994	LOC119554506|XP_037721371.1|DSUP	LOC115628405|XP_030380354.1|SLEB
OG0004995	LOC119555416|XP_037722701.1|DSUP	LOC115632732|XP_030385838.1|SLEB
OG0004996	LOC119553097|XP_037719181.1|DSUP	LOC115632332|XP_030385297.1|SLEB
OG0004997	LOC119552057|XP_037717746.1|DSUP	LOC115624930|XP_030375644.1|SLEB
OG0004998	LOC119552104|XP_037717817.1|DSUP	LOC115634227|XP_030387678.1|SLEB
OG0004999	LOC119555559|XP_037722932.1|DSUP	LOC115622896|XP_030372872.1|SLEB
OG0005000	LOC119549278|XP_037713140.1|DSUP	LOC115622262|XP_030372027.1|SLEB
OG0005001	LOC119552895|XP_037718741.1|DSUP	LOC115623045|XP_030373081.1|SLEB
OG0005002	LOC119554907|XP_037721938.1|DSUP	LOC115623966|XP_030374394.1|SLEB
OG0005003	LOC119553241|XP_037719439.1|DSUP	LOC115633139|XP_030386406.1|SLEB
OG0005004	LOC119555087|XP_037722232.1|DSUP	LOC115622566|XP_030372398.1|SLEB
OG0005005	LOC119553481|XP_037719818.1|DSUP	LOC115634528|XP_030388194.1|SLEB
OG0005006	LOC119553698|XP_037720182.1|DSUP	LOC115632177|XP_030385069.1|SLEB
OG0005007	LOC119554547|XP_037721436.1|DSUP	LOC115632705|XP_030385803.1|SLEB
OG0005008	LOC119553140|XP_037719265.1|DSUP	LOC115622417|XP_030372210.1|SLEB
OG0005009	LOC119554735|XP_037721684.1|DSUP	LOC115628541|XP_030380562.1|SLEB
OG0005010	LOC119553666|XP_037720106.1|DSUP	LOC115624360|XP_030374927.1|SLEB
OG0005011	LOC119549379|XP_037713344.1|DSUP	LOC115634583|XP_030388276.1|SLEB
OG0005012	LOC119554899|XP_037721928.1|DSUP	LOC115622677|XP_030372554.1|SLEB
OG0005013	LOC119563481|XP_037732834.1|DSUP	LOC115625382|XP_030376278.1|SLEB
OG0005014	LOC119555398|XP_037722676.1|DSUP	LOC115632527|XP_030385584.1|SLEB
OG0005015	LOC119553326|XP_037719585.1|DSUP	LOC115622693|XP_030372579.1|SLEB
OG0005016	LOC119554931|XP_037721968.1|DSUP	LOC115622379|XP_030372162.1|SLEB
OG0005017	LOC119553346|XP_037719611.1|DSUP	LOC115623282|XP_030373424.1|SLEB
OG0005018	LOC119552662|XP_037718296.1|DSUP	LOC115628245|XP_030380121.1|SLEB
OG0005019	LOC119554848|XP_037721855.1|DSUP	LOC115632101|XP_030384942.1|SLEB
OG0005020	LOC119550065|XP_037714456.1|DSUP	LOC115633635|XP_030386933.1|SLEB
OG0005021	LOC119546651|XP_037709033.1|DSUP	LOC115631703|XP_030384389.1|SLEB
OG0005022	LOC119554233|XP_037720992.1|DSUP	LOC115628289|XP_030380196.1|SLEB
OG0005023	LOC119550495|XP_037715114.1|DSUP	LOC115626651|XP_030377919.1|SLEB
OG0005024	LOC119555243|XP_037722456.1|DSUP	LOC115628408|XP_030380357.1|SLEB
OG0005025	LOC119554288|XP_037721073.1|DSUP	LOC115622915|XP_030372899.1|SLEB
OG0005026	LOC119554853|XP_037721861.1|DSUP	LOC115622161|XP_030371890.1|SLEB
OG0005027	LOC119553154|XP_037719303.1|DSUP	LOC115628247|XP_030380122.1|SLEB
OG0005028	LOC119560524|XP_037729928.1|DSUP	LOC115620749|XP_030370004.1|SLEB
OG0005029	LOC119552856|XP_037718660.1|DSUP	LOC115632333|XP_030385298.1|SLEB
OG0005030	LOC119555274|XP_037722505.1|DSUP	LOC115620523|XP_030369649.1|SLEB
OG0005031	LOC119553336|XP_037719599.1|DSUP	LOC115632247|XP_030385168.1|SLEB
OG0005032	LOC119553810|XP_037720359.1|DSUP	LOC115623240|XP_030373358.1|SLEB
OG0005033	LOC119552507|XP_037718045.1|DSUP	LOC115622332|XP_030372102.1|SLEB
OG0005034	LOC119554223|XP_037720979.1|DSUP	LOC115622328|XP_030372097.1|SLEB
OG0005035	LOC119552577|XP_037718135.1|DSUP	LOC115623241|XP_030373359.1|SLEB
OG0005036	LOC119552632|XP_037718239.1|DSUP	LOC115622248|XP_030372006.1|SLEB
OG0005037	LOC119555392|XP_037722666.1|DSUP	LOC115633033|XP_030386237.1|SLEB
OG0005038	LOC119553953|XP_037720575.1|DSUP	LOC115632253|XP_030385181.1|SLEB
OG0005039	LOC119547279|XP_037709990.1|DSUP	LOC115630660|XP_030383162.1|SLEB
OG0005040	LOC119552771|XP_037718506.1|DSUP	LOC115623256|XP_030373386.1|SLEB
OG0005041	LOC119555694|XP_037723277.1|DSUP	LOC115632856|XP_030385976.1|SLEB
OG0005042	LOC119555102|XP_037722248.1|DSUP	LOC115622612|XP_030372473.1|SLEB
OG0005043	LOC119551350|XP_037716597.1|DSUP	LOC115634669|XP_030388389.1|SLEB
OG0005044	LOC119551251|XP_037716424.1|DSUP	LOC115634667|XP_030388386.1|SLEB
OG0005045	LOC119550154|XP_037714593.1|DSUP	LOC115633441|XP_030386759.1|SLEB
OG0005046	LOC119550605|XP_037715351.1|DSUP	LOC115628892|XP_030381014.1|SLEB
OG0005047	LOC119554639|XP_037721563.1|DSUP	LOC115624738|XP_030375424.1|SLEB
OG0005048	LOC119554824|XP_037721826.1|DSUP	LOC115624616|XP_030375227.1|SLEB
OG0005049	LOC119552576|XP_037718130.1|DSUP	LOC115622500|XP_030372307.1|SLEB
OG0005050	LOC119550437|XP_037715036.1|DSUP	LOC115625823|XP_030376877.1|SLEB
OG0005051	LOC119555667|XP_037723202.1|DSUP	LOC115622834|XP_030372773.1|SLEB
OG0005052	LOC119553529|XP_037719883.1|DSUP	LOC115622832|XP_030372771.1|SLEB
OG0005053	LOC119546118|XP_037708137.1|DSUP	LOC115625822|XP_030376873.1|SLEB
OG0005054	LOC119554268|XP_037721043.1|DSUP	LOC115624670|XP_030375323.1|SLEB
OG0005055	LOC119558045|XP_037727121.1|DSUP	LOC115629558|XP_030381909.1|SLEB
OG0005056	LOC119550140|XP_037714572.1|DSUP	LOC115629596|XP_030381985.1|SLEB
OG0005057	LOC119553007|XP_037718958.1|DSUP	LOC115628243|XP_030380116.1|SLEB
OG0005058	LOC119553279|XP_037719512.1|DSUP	LOC115622987|XP_030373002.1|SLEB
OG0005059	LOC119549904|XP_037714144.1|DSUP	LOC115633213|XP_030386498.1|SLEB
OG0005060	LOC119549231|XP_037713044.1|DSUP	LOC115626401|XP_030377627.1|SLEB
OG0005061	LOC119548462|XP_037711658.1|DSUP	LOC115625906|XP_030376997.1|SLEB
OG0005062	LOC119550836|XP_037715724.1|DSUP	LOC115625029|XP_030375737.1|SLEB
OG0005063	LOC119561988|XP_037731308.1|DSUP	LOC115633802|XP_030387144.1|SLEB
OG0005064	LOC119554095|XP_037720772.1|DSUP	LOC115622957|XP_030372956.1|SLEB
OG0005065	LOC119549159|XP_037712874.1|DSUP	LOC115631957|XP_030384679.1|SLEB
OG0005066	LOC119551472|XP_037716755.1|DSUP	LOC115633703|XP_030387023.1|SLEB
OG0005067	LOC119551299|XP_037716507.1|DSUP	LOC115622066|XP_030371789.1|SLEB
OG0005068	LOC119554748|XP_037721701.1|DSUP	LOC115622636|XP_030372504.1|SLEB
OG0005069	LOC119549013|XP_037712582.1|DSUP	LOC115622736|XP_030372640.1|SLEB
OG0005070	LOC119549044|XP_037712666.1|DSUP	LOC115623727|XP_030374084.1|SLEB
OG0005071	LOC119552824|XP_037718605.1|DSUP	LOC115622745|XP_030372653.1|SLEB
OG0005072	LOC119558122|XP_037727281.1|DSUP	LOC115627758|XP_030379403.1|SLEB
OG0005073	LOC119551170|XP_037716296.1|DSUP	LOC115633633|XP_030386931.1|SLEB
OG0005074	LOC119553302|XP_037719551.1|DSUP	LOC115632475|XP_030385507.1|SLEB
OG0005075	LOC119550474|XP_037715091.1|DSUP	LOC115633655|XP_030386960.1|SLEB
OG0005076	LOC119551515|XP_037716826.1|DSUP	LOC115629759|XP_030382168.1|SLEB
OG0005078	LOC119553355|XP_037719625.1|DSUP	LOC115632733|XP_030385839.1|SLEB
OG0005079	LOC119549097|XP_037712759.1|DSUP	LOC115631545|XP_030384194.1|SLEB
OG0005080	LOC119552485|XP_037718012.1|DSUP	LOC115632408|XP_030385403.1|SLEB
OG0005081	LOC119549133|XP_037712831.1|DSUP	LOC115621269|XP_030370733.1|SLEB
OG0005082	LOC119555464|XP_037722797.1|DSUP	LOC115633781|XP_030387118.1|SLEB
OG0005083	LOC119558409|XP_037727869.1|DSUP	LOC115627234|XP_030378716.1|SLEB
OG0005084	LOC119555400|XP_037722679.1|DSUP	LOC115623052|XP_030373091.1|SLEB
OG0005085	LOC119553526|XP_037719879.1|DSUP	LOC115623048|XP_030373087.1|SLEB
OG0005086	LOC119549058|XP_037712690.1|DSUP	LOC115619998|XP_030368947.1|SLEB
OG0005087	LOC119552760|XP_037718485.1|DSUP	LOC115622893|XP_030372864.1|SLEB
OG0005088	LOC119550963|XP_037715921.1|DSUP	LOC115624548|XP_030375135.1|SLEB
OG0005089	LOC119550961|XP_037715919.1|DSUP	LOC115624538|XP_030375125.1|SLEB
OG0005090	LOC119549726|XP_037713895.1|DSUP	LOC115629424|XP_030381739.1|SLEB
OG0005091	LOC119549931|XP_037714223.1|DSUP	LOC115632048|XP_030384885.1|SLEB
OG0005092	LOC119555111|XP_037722262.1|DSUP	LOC115628332|XP_030380253.1|SLEB
OG0005093	LOC119553325|XP_037719582.1|DSUP	LOC115622478|XP_030372282.1|SLEB
OG0005094	LOC119552843|XP_037718634.1|DSUP	LOC115632185|XP_030385080.1|SLEB
OG0005095	LOC119549007|XP_037712568.1|DSUP	LOC115621541|XP_030371070.1|SLEB
OG0005096	LOC119545957|XP_037707848.1|DSUP	LOC115629054|XP_030381224.1|SLEB
OG0005097	LOC119551600|XP_037716932.1|DSUP	LOC115628609|XP_030380656.1|SLEB
OG0005098	LOC119550278|XP_037714792.1|DSUP	LOC115631127|XP_030383665.1|SLEB
OG0005099	LOC119551853|XP_037717357.1|DSUP	LOC115633906|XP_030387275.1|SLEB
OG0005100	LOC119551852|XP_037717356.1|DSUP	LOC115625598|XP_030376583.1|SLEB
OG0005101	LOC119560181|XP_037729468.1|DSUP	LOC115623496|XP_030373733.1|SLEB
OG0005102	LOC119549930|XP_037714200.1|DSUP	LOC115634690|XP_030388415.1|SLEB
OG0005103	LOC119550748|XP_037715596.1|DSUP	LOC115620967|XP_030370351.1|SLEB
OG0005104	LOC119547936|XP_037710911.1|DSUP	LOC115628556|XP_030380578.1|SLEB
OG0005105	LOC119554969|XP_037722026.1|DSUP	LOC115632707|XP_030385808.1|SLEB
OG0005106	LOC119552743|XP_037718436.1|DSUP	LOC115623213|XP_030373312.1|SLEB
OG0005107	LOC119554671|XP_037721601.1|DSUP	LOC115632456|XP_030385472.1|SLEB
OG0005108	LOC119551514|XP_037716825.1|DSUP	LOC115634287|XP_030387801.1|SLEB
OG0005109	LOC119556347|XP_037724377.1|DSUP	LOC115627488|XP_030379031.1|SLEB
OG0005110	LOC119555680|XP_037723231.1|DSUP	LOC115633102|XP_030386343.1|SLEB
OG0005111	LOC119553752|XP_037720281.1|DSUP	LOC115632486|XP_030385523.1|SLEB
OG0005112	LOC119552497|XP_037718028.1|DSUP	LOC115624667|XP_030375320.1|SLEB
OG0005113	LOC119553754|XP_037720285.1|DSUP	LOC115632539|XP_030385606.1|SLEB
OG0005114	LOC119554706|XP_037721638.1|DSUP	LOC115622722|XP_030372623.1|SLEB
OG0005115	LOC119547748|XP_037710672.1|DSUP	LOC115630559|XP_030383032.1|SLEB
OG0005116	LOC119552585|XP_037718147.1|DSUP	LOC115632479|XP_030385513.1|SLEB
OG0005117	LOC119556022|XP_037723730.1|DSUP	LOC115629103|XP_030381284.1|SLEB
OG0005118	LOC119546581|XP_037708915.1|DSUP	LOC115625693|XP_030376693.1|SLEB
OG0005119	LOC119551717|XP_037717118.1|DSUP	LOC115631427|XP_030384109.1|SLEB
OG0005120	LOC119553317|XP_037719573.1|DSUP	LOC115622963|XP_030372971.1|SLEB
OG0005121	LOC119555083|XP_037722227.1|DSUP	LOC115633972|XP_030387356.1|SLEB
OG0005122	LOC119554868|XP_037721878.1|DSUP	LOC115622648|XP_030372519.1|SLEB
OG0005123	LOC119554922|XP_037721955.1|DSUP	LOC115625412|XP_030376315.1|SLEB
OG0005124	LOC119552766|XP_037718499.1|DSUP	LOC115632275|XP_030385218.1|SLEB
OG0005125	LOC119555670|XP_037723205.1|DSUP	LOC115633171|XP_030386443.1|SLEB
OG0005126	LOC119553134|XP_037719254.1|DSUP	LOC115622880|XP_030372833.1|SLEB
OG0005127	LOC119553947|XP_037720567.1|DSUP	LOC115622145|XP_030371869.1|SLEB
OG0005128	LOC119550664|XP_037715438.1|DSUP	LOC115626184|XP_030377360.1|SLEB
OG0005129	LOC119553412|XP_037719715.1|DSUP	LOC115624825|XP_030375535.1|SLEB
OG0005130	LOC119554058|XP_037720728.1|DSUP	LOC115634506|XP_030388132.1|SLEB
OG0005131	LOC119552916|XP_037718781.1|DSUP	LOC115628258|XP_030380136.1|SLEB
OG0005132	LOC119552670|XP_037718307.1|DSUP	LOC115623179|XP_030373259.1|SLEB
OG0005133	LOC119553370|XP_037719644.1|DSUP	LOC115628344|XP_030380269.1|SLEB
OG0005134	LOC119554888|XP_037721906.1|DSUP	LOC115632396|XP_030385386.1|SLEB
OG0005135	LOC119552908|XP_037718762.1|DSUP	LOC115622716|XP_030372614.1|SLEB
OG0005136	LOC119553805|XP_037720351.1|DSUP	LOC115622784|XP_030372701.1|SLEB
OG0005137	LOC119550494|XP_037715117.1|DSUP	LOC115621264|XP_030370723.1|SLEB
OG0005138	LOC119554802|XP_037721780.1|DSUP	LOC115622854|XP_030372797.1|SLEB
OG0005139	LOC119555623|XP_037723071.1|DSUP	LOC115632739|XP_030385846.1|SLEB
OG0005140	LOC119548198|XP_037711255.1|DSUP	LOC115630928|XP_030383354.1|SLEB
OG0005141	LOC119549235|XP_037713053.1|DSUP	LOC115623622|XP_030373916.1|SLEB
OG0005142	LOC119554269|XP_037721048.1|DSUP	LOC115622229|XP_030371986.1|SLEB
OG0005143	LOC119555665|XP_037723179.1|DSUP	LOC115633061|XP_030386275.1|SLEB
OG0005144	LOC119553479|XP_037719816.1|DSUP	LOC115633026|XP_030386209.1|SLEB
OG0005145	LOC119554009|XP_037720649.1|DSUP	LOC115632315|XP_030385276.1|SLEB
OG0005146	LOC119552487|XP_037718013.1|DSUP	LOC115622513|XP_030372327.1|SLEB
OG0005147	LOC119552489|XP_037718017.1|DSUP	LOC115622953|XP_030372953.1|SLEB
OG0005148	LOC119553649|XP_037720062.1|DSUP	LOC115622471|XP_030372275.1|SLEB
OG0005149	LOC119549397|XP_037713380.1|DSUP	LOC115629056|XP_030381233.1|SLEB
OG0005150	LOC119552681|XP_037718327.1|DSUP	LOC115632329|XP_030385292.1|SLEB
OG0005151	LOC119554033|XP_037720679.1|DSUP	LOC115624543|XP_030375129.1|SLEB
OG0005152	LOC119554502|XP_037721363.1|DSUP	LOC115624598|XP_030375198.1|SLEB
OG0005153	LOC119554485|XP_037721342.1|DSUP	LOC115624587|XP_030375185.1|SLEB
OG0005154	LOC119552906|XP_037718760.1|DSUP	LOC115628254|XP_030380133.1|SLEB
OG0005155	LOC119554893|XP_037721923.1|DSUP	LOC115628307|XP_030380217.1|SLEB
OG0005156	LOC119560259|XP_037729552.1|DSUP	LOC115624009|XP_030374442.1|SLEB
OG0005157	LOC119552151|XP_037717884.1|DSUP	LOC115634649|XP_030388365.1|SLEB
OG0005158	LOC119554870|XP_037721881.1|DSUP	LOC115633070|XP_030386300.1|SLEB
OG0005159	LOC119553837|XP_037720399.1|DSUP	LOC115632444|XP_030385450.1|SLEB
OG0005160	LOC119554651|XP_037721580.1|DSUP	LOC115632818|XP_030385930.1|SLEB
OG0005161	LOC119552084|XP_037717788.1|DSUP	LOC115627574|XP_030379159.1|SLEB
OG0005162	LOC119558140|XP_037727300.1|DSUP	LOC115633234|XP_030386488.1|SLEB
OG0005163	LOC119554044|XP_037720702.1|DSUP	LOC115622932|XP_030372920.1|SLEB
OG0005164	LOC119552663|XP_037718297.1|DSUP	LOC115632273|XP_030385213.1|SLEB
OG0005165	LOC119549186|XP_037712943.1|DSUP	LOC115624509|XP_030375081.1|SLEB
OG0005166	LOC119560934|XP_037730597.1|DSUP	LOC115624291|XP_030374776.1|SLEB
OG0005167	LOC119560318|XP_037729624.1|DSUP	LOC115624295|XP_030374779.1|SLEB
OG0005168	LOC119553642|XP_037720048.1|DSUP	LOC115632090|XP_030384925.1|SLEB
OG0005169	LOC119554330|XP_037721122.1|DSUP	LOC115622495|XP_030372301.1|SLEB
OG0005170	LOC119553727|XP_037720242.1|DSUP	LOC115622165|XP_030371896.1|SLEB
OG0005171	LOC119555115|XP_037722267.1|DSUP	LOC115623247|XP_030373370.1|SLEB
OG0005172	LOC119550650|XP_037715417.1|DSUP	LOC115628232|XP_030380100.1|SLEB
OG0005173	LOC119551203|XP_037716365.1|DSUP	LOC115633253|XP_030386518.1|SLEB
OG0005174	LOC119551599|XP_037716929.1|DSUP	LOC115633668|XP_030386972.1|SLEB
OG0005175	LOC119549037|XP_037712649.1|DSUP	LOC115624686|XP_030375353.1|SLEB
OG0005176	LOC119551650|XP_037717013.1|DSUP	LOC115634045|XP_030387448.1|SLEB
OG0005177	LOC119558634|XP_037727967.1|DSUP, LOC119550466|XP_037715082.1|DSUP	LOC115629827|XP_030382266.1|SLEB
OG0005178	LOC119554924|XP_037721957.1|DSUP	LOC115632323|XP_030385288.1|SLEB
OG0005179	LOC119555593|XP_037723012.1|DSUP	LOC115632413|XP_030385412.1|SLEB
OG0005180	LOC119555183|XP_037722363.1|DSUP	LOC115628396|XP_030380344.1|SLEB
OG0005181	LOC119555831|XP_037723385.1|DSUP	LOC115627775|XP_030379441.1|SLEB
OG0005182	LOC119549450|XP_037713474.1|DSUP	LOC115634306|XP_030387821.1|SLEB
OG0005183	LOC119552127|XP_037717844.1|DSUP	LOC115634779|XP_030388534.1|SLEB
OG0005184	LOC119549461|XP_037713488.1|DSUP	LOC115624993|XP_030375729.1|SLEB
OG0005185	LOC119550009|XP_037714360.1|DSUP	LOC115633894|XP_030387259.1|SLEB
OG0005186	LOC119551696|XP_037717093.1|DSUP	LOC115634834|XP_030388615.1|SLEB
OG0005187	LOC119551201|XP_037716331.1|DSUP	LOC115634370|XP_030387894.1|SLEB
OG0005188	LOC119550411|XP_037714997.1|DSUP	LOC115633552|XP_030386869.1|SLEB
OG0005189	LOC119556161|XP_037723993.1|DSUP	LOC115627519|XP_030379079.1|SLEB
OG0005190	LOC119553499|XP_037719838.1|DSUP	LOC115632360|XP_030385337.1|SLEB
OG0005191	LOC119545770|XP_037707545.1|DSUP	LOC115623611|XP_030373888.1|SLEB
OG0005192	LOC119549162|XP_037712877.1|DSUP	LOC115632258|XP_030385195.1|SLEB
OG0005193	LOC119552080|XP_037717784.1|DSUP	LOC115633740|XP_030387073.1|SLEB
OG0005194	LOC119550806|XP_037715670.1|DSUP	LOC115628088|XP_030379928.1|SLEB
OG0005195	LOC119549286|XP_037713163.1|DSUP	LOC115620893|XP_030370240.1|SLEB
OG0005196	LOC119555180|XP_037722358.1|DSUP	LOC115632795|XP_030385907.1|SLEB
OG0005197	LOC119551854|XP_037717359.1|DSUP	LOC115633672|XP_030386978.1|SLEB
OG0005198	LOC119554279|XP_037721060.1|DSUP	LOC115624636|XP_030375257.1|SLEB
OG0005199	LOC119550016|XP_037714367.1|DSUP	LOC115627790|XP_030379474.1|SLEB
OG0005200	LOC119549917|XP_037714167.1|DSUP	LOC115630337|XP_030382734.1|SLEB
OG0005201	LOC119551452|XP_037716726.1|DSUP	LOC115634786|XP_030388553.1|SLEB
OG0005202	LOC119550785|XP_037715645.1|DSUP	LOC115632876|XP_030386014.1|SLEB
OG0005203	LOC119550672|XP_037715454.1|DSUP	LOC115634622|XP_030388333.1|SLEB
OG0005204	LOC119546655|XP_037709038.1|DSUP	LOC115628989|XP_030381130.1|SLEB
OG0005205	LOC119547366|XP_037710113.1|DSUP	LOC115631034|XP_030383517.1|SLEB
OG0005206	LOC119550826|XP_037715698.1|DSUP	LOC115634727|XP_030388471.1|SLEB
OG0005207	LOC119552162|XP_037717910.1|DSUP	LOC115633790|XP_030387127.1|SLEB
OG0005208	LOC119550870|XP_037715778.1|DSUP	LOC115633827|XP_030387175.1|SLEB
OG0005209	LOC119545982|XP_037707889.1|DSUP	LOC115626637|XP_030377907.1|SLEB
OG0005210	LOC119545981|XP_037707886.1|DSUP	LOC115626356|XP_030377567.1|SLEB
OG0005211	LOC119553130|XP_037719251.1|DSUP	LOC115624687|XP_030375349.1|SLEB
OG0005212	LOC119549697|XP_037713848.1|DSUP	LOC115633797|XP_030387136.1|SLEB
OG0005213	LOC119557952|XP_037726915.1|DSUP	LOC115633361|XP_030386662.1|SLEB
OG0005214	LOC119548581|XP_037711827.1|DSUP	LOC115631978|XP_030384738.1|SLEB
OG0005215	LOC119547234|XP_037709933.1|DSUP	LOC115631005|XP_030383464.1|SLEB
OG0005216	LOC119545974|XP_037707873.1|DSUP	LOC115625762|XP_030376783.1|SLEB
OG0005217	LOC119548881|XP_037712440.1|DSUP	LOC115629078|XP_030381253.1|SLEB
OG0005218	LOC119547199|XP_037709867.1|DSUP	LOC115626257|XP_030377422.1|SLEB
OG0005219	LOC119550843|XP_037715738.1|DSUP	LOC115622318|XP_030372088.1|SLEB
OG0005220	LOC119553359|XP_037719632.1|DSUP	LOC115632376|XP_030385357.1|SLEB
