Orthogroup	DSUP.longest_only	AALB.longest_only
OG0004795	LOC119546728|XP_037709150.1|DSUP	LOC118457817|XP_035775583.1|AALB
OG0004796	LOC119559987|XP_037729174.1|DSUP	LOC118458837|XP_035777630.1|AALB
OG0004797	LOC119560031|XP_037729256.1|DSUP	LOC118458834|XP_035777624.1|AALB
OG0004798	LOC119555817|XP_037723366.1|DSUP	LOC118462029|XP_035783895.1|AALB
OG0004799	LOC119560469|XP_037729856.1|DSUP	LOC118461479|XP_035782729.1|AALB
OG0004800	LOC119560783|XP_037730337.1|DSUP	LOC118458437|XP_035776789.1|AALB
OG0004801	LOC119547257|XP_037709968.1|DSUP	LOC118460064|XP_035779953.1|AALB
OG0004802	LOC119559772|XP_037728780.1|DSUP	LOC118456303|XP_035772834.1|AALB
OG0004803	LOC119563538|XP_037732952.1|DSUP	LOC118459899|XP_035779608.1|AALB
OG0004804	LOC119560834|XP_037730413.1|DSUP	LOC118458164|XP_035776259.1|AALB
OG0004805	LOC119545713|XP_037707443.1|DSUP	LOC118461345|XP_035782451.1|AALB
OG0004806	LOC119556209|XP_037724097.1|DSUP	LOC118468775|XP_035795858.1|AALB
OG0004807	LOC119563253|XP_037732495.1|DSUP	LOC118461364|XP_035782498.1|AALB
OG0004808	LOC119560463|XP_037729851.1|DSUP	LOC118460733|XP_035781184.1|AALB
OG0004809	LOC119563354|XP_037732632.1|DSUP	LOC118461626|XP_035783068.1|AALB
OG0004810	LOC119552796|XP_037718560.1|DSUP	LOC118461625|XP_035783067.1|AALB
OG0004811	LOC119552858|XP_037718666.1|DSUP	LOC118460421|XP_035780604.1|AALB
OG0004812	LOC119562904|XP_037731972.1|DSUP	LOC118457120|XP_035774319.1|AALB
OG0004813	LOC119562892|XP_037731937.1|DSUP	LOC118458098|XP_035776161.1|AALB
OG0004814	LOC119559888|XP_037728954.1|DSUP	LOC118458288|XP_035776504.1|AALB
OG0004815	LOC119555962|XP_037723609.1|DSUP	LOC118461002|XP_035781721.1|AALB
OG0004816	LOC119558102|XP_037727243.1|DSUP	LOC118458919|XP_035777779.1|AALB
OG0004817	LOC119558101|XP_037727242.1|DSUP	LOC118457333|XP_035774720.1|AALB
OG0004818	LOC119560498|XP_037729897.1|DSUP	LOC118463260|XP_035785623.1|AALB
OG0004819	LOC119554275|XP_037721058.1|DSUP	LOC118463253|XP_035785616.1|AALB
OG0004820	LOC119560591|XP_037730044.1|DSUP	LOC118463252|XP_035785615.1|AALB
OG0004821	LOC119545721|XP_037707468.1|DSUP	LOC118462567|XP_035784258.1|AALB
OG0004822	LOC119549314|XP_037713220.1|DSUP	LOC118462571|XP_035784266.1|AALB
OG0004823	LOC119560528|XP_037729935.1|DSUP	LOC118464105|XP_035787083.1|AALB
OG0004824	LOC119560529|XP_037729945.1|DSUP	LOC118461940|XP_035783715.1|AALB
OG0004825	LOC119562574|XP_037731750.1|DSUP	LOC118464523|XP_035787853.1|AALB
OG0004826	LOC119561039|XP_037730795.1|DSUP	LOC118465924|XP_035790516.1|AALB
OG0004827	LOC119560444|XP_037729818.1|DSUP	LOC118465925|XP_035790517.1|AALB
OG0004828	LOC119555463|XP_037722800.1|DSUP	LOC118465926|XP_035790519.1|AALB
OG0004829	LOC119560684|XP_037730190.1|DSUP	LOC118460916|XP_035781562.1|AALB
OG0004830	LOC119561051|XP_037730811.1|DSUP	LOC118457016|XP_035774139.1|AALB
OG0004831	LOC119552882|XP_037718713.1|DSUP	LOC118456848|XP_035773837.1|AALB
OG0004832	LOC119560860|XP_037730456.1|DSUP	LOC118458545|XP_035777073.1|AALB
OG0004833	LOC119560701|XP_037730216.1|DSUP	LOC118460554|XP_035780842.1|AALB
OG0004834	LOC119551220|XP_037716388.1|DSUP	LOC118461654|XP_035783125.1|AALB
OG0004835	LOC119563357|XP_037732634.1|DSUP	LOC118460452|XP_035780663.1|AALB
OG0004836	LOC119549451|XP_037713478.1|DSUP	LOC118456263|XP_035772757.1|AALB
OG0004837	LOC119554789|XP_037721764.1|DSUP	LOC118466978|XP_035792785.1|AALB
OG0004838	LOC119551640|XP_037717002.1|DSUP	LOC118457550|XP_035775110.1|AALB
OG0004839	LOC119563077|XP_037732227.1|DSUP	LOC118457546|XP_035775101.1|AALB
OG0004840	LOC119553067|XP_037719124.1|DSUP	LOC118463418|XP_035785865.1|AALB
OG0004841	LOC119548371|XP_037711517.1|DSUP	LOC118456585|XP_035773375.1|AALB
OG0004842	LOC119563404|XP_037732698.1|DSUP	LOC118459381|XP_035778575.1|AALB
OG0004843	LOC119545781|XP_037707578.1|DSUP	LOC118458790|XP_035777524.1|AALB
OG0004844	LOC119559341|XP_037728317.1|DSUP, LOC119548206|XP_037711268.1|DSUP	LOC118459556|XP_035778941.1|AALB
OG0004845	LOC119559806|XP_037728817.1|DSUP	LOC118459553|XP_035778927.1|AALB
OG0004846	LOC119546072|XP_037708075.1|DSUP	LOC118468549|XP_035795337.1|AALB
OG0004847	LOC119546070|XP_037708069.1|DSUP	LOC118456715|XP_035773644.1|AALB
OG0004848	LOC119553563|XP_037719940.1|DSUP	LOC118457955|XP_035775872.1|AALB
OG0004850	LOC119561072|XP_037730850.1|DSUP	LOC118460356|XP_035780491.1|AALB
OG0004851	LOC119560163|XP_037729449.1|DSUP	LOC118461212|XP_035782166.1|AALB
OG0004852	LOC119560030|XP_037729253.1|DSUP	LOC118458280|XP_035776496.1|AALB
OG0004853	LOC119551303|XP_037716526.1|DSUP	LOC118466452|XP_035791684.1|AALB
OG0004854	LOC119555330|XP_037722589.1|DSUP	LOC118463320|XP_035785699.1|AALB
OG0004855	LOC119553132|XP_037719253.1|DSUP	LOC118463322|XP_035785706.1|AALB
OG0004856	LOC119555368|XP_037722634.1|DSUP	LOC118466455|XP_035791688.1|AALB
OG0004857	LOC119553770|XP_037720304.1|DSUP	LOC118464546|XP_035787877.1|AALB
OG0004858	LOC119553632|XP_037720031.1|DSUP	LOC118464450|XP_035787726.1|AALB
OG0004859	LOC119554425|XP_037721246.1|DSUP	LOC118465591|XP_035789850.1|AALB
OG0004860	LOC119554579|XP_037721487.1|DSUP	LOC118466396|XP_035791541.1|AALB
OG0004861	LOC119554106|XP_037720784.1|DSUP	LOC118466393|XP_035791529.1|AALB
OG0004862	LOC119555611|XP_037723037.1|DSUP	LOC118466084|XP_035790871.1|AALB
OG0004863	LOC119552891|XP_037718732.1|DSUP	LOC118463782|XP_035786500.1|AALB
OG0004864	LOC119554251|XP_037721017.1|DSUP	LOC118463789|XP_035786515.1|AALB
OG0004865	LOC119562981|XP_037732087.1|DSUP	LOC118463788|XP_035786513.1|AALB
OG0004866	LOC119553756|XP_037720288.1|DSUP	LOC118465299|XP_035789275.1|AALB
OG0004867	LOC119551979|XP_037717622.1|DSUP	LOC118464911|XP_035788570.1|AALB
OG0004868	LOC119559432|XP_037728459.1|DSUP	LOC118464914|XP_035788576.1|AALB
OG0004869	LOC119551631|XP_037716983.1|DSUP	LOC118463318|XP_035785697.1|AALB
OG0004870	LOC119551415|XP_037716683.1|DSUP	LOC118463328|XP_035785718.1|AALB
OG0004871	LOC119550933|XP_037715885.1|DSUP	LOC118465099|XP_035788924.1|AALB
OG0004872	LOC119551457|XP_037716733.1|DSUP	LOC118466121|XP_035790960.1|AALB
OG0004873	LOC119546539|XP_037708809.1|DSUP	LOC118464320|XP_035787511.1|AALB
OG0004874	LOC119557152|XP_037725674.1|DSUP	LOC118463778|XP_035786485.1|AALB
OG0004875	LOC119557830|XP_037726717.1|DSUP	LOC118456349|XP_035772905.1|AALB, LOC118466681|XP_035792193.1|AALB
OG0004876	LOC119558352|XP_037727779.1|DSUP	LOC118466685|XP_035792206.1|AALB
OG0004877	LOC119554874|XP_037721887.1|DSUP	LOC118462985|XP_035785087.1|AALB
OG0004878	LOC119551561|XP_037716887.1|DSUP	LOC118462961|XP_035785007.1|AALB
OG0004879	LOC119551902|XP_037717444.1|DSUP	LOC118463145|XP_035785404.1|AALB
OG0004880	LOC119553969|XP_037720601.1|DSUP	LOC118463161|XP_035785440.1|AALB
OG0004881	LOC119553218|XP_037719404.1|DSUP	LOC118463148|XP_035785417.1|AALB
OG0004883	LOC119552483|XP_037718010.1|DSUP	LOC118463158|XP_035785436.1|AALB
OG0004884	LOC119552054|XP_037717730.1|DSUP	LOC118466650|XP_035792113.1|AALB
OG0004885	LOC119551291|XP_037716497.1|DSUP	LOC118466660|XP_035792151.1|AALB
OG0004886	LOC119550862|XP_037715767.1|DSUP	LOC118466659|XP_035792150.1|AALB
OG0004887	LOC119551837|XP_037717335.1|DSUP	LOC118466658|XP_035792149.1|AALB
OG0004888	LOC119552077|XP_037717780.1|DSUP	LOC118467708|XP_035794385.1|AALB
OG0004889	LOC119550414|XP_037715003.1|DSUP	LOC118467716|XP_035794411.1|AALB
OG0004890	LOC119550017|XP_037714369.1|DSUP	LOC118465205|XP_035789083.1|AALB
OG0004891	LOC119557851|XP_037726765.1|DSUP	LOC118464284|XP_035787453.1|AALB
OG0004892	LOC119550989|XP_037715955.1|DSUP	LOC118465944|XP_035790561.1|AALB
OG0004893	LOC119550998|XP_037715975.1|DSUP	LOC118463189|XP_035785510.1|AALB
OG0004894	LOC119551557|XP_037716880.1|DSUP	LOC118464462|XP_035787756.1|AALB
OG0004895	LOC119549835|XP_037714042.1|DSUP	LOC118465102|XP_035788929.1|AALB
OG0004896	LOC119549906|XP_037714148.1|DSUP	LOC118465308|XP_035789306.1|AALB
OG0004897	LOC119550519|XP_037715156.1|DSUP	LOC118465301|XP_035789288.1|AALB
OG0004898	LOC119550405|XP_037714991.1|DSUP	LOC118465316|XP_035789326.1|AALB
OG0004899	LOC119550960|XP_037715916.1|DSUP	LOC118465292|XP_035789233.1|AALB
OG0004900	LOC119550515|XP_037715151.1|DSUP	LOC118463454|XP_035785933.1|AALB
OG0004901	LOC119551648|XP_037717010.1|DSUP	LOC118464634|XP_035787973.1|AALB
OG0004902	LOC119552998|XP_037718945.1|DSUP	LOC118464650|XP_035788008.1|AALB
OG0004903	LOC119549139|XP_037712840.1|DSUP	LOC118467050|XP_035792938.1|AALB
OG0004904	LOC119552153|XP_037717890.1|DSUP	LOC118462972|XP_035785032.1|AALB
OG0004905	LOC119550135|XP_037714562.1|DSUP	LOC118463651|XP_035786288.1|AALB
OG0004906	LOC119553208|XP_037719390.1|DSUP	LOC118463075|XP_035785229.1|AALB
OG0004907	LOC119554862|XP_037721872.1|DSUP	LOC118464668|XP_035788073.1|AALB
OG0004909	LOC119552735|XP_037718422.1|DSUP	LOC118466839|XP_035792543.1|AALB
OG0004910	LOC119552734|XP_037718421.1|DSUP	LOC118467079|XP_035793009.1|AALB
OG0004911	LOC119553697|XP_037720181.1|DSUP	LOC118466089|XP_035790890.1|AALB
OG0004912	LOC119553209|XP_037719394.1|DSUP	LOC118465441|XP_035789584.1|AALB
OG0004913	LOC119550006|XP_037714356.1|DSUP	LOC118464916|XP_035788579.1|AALB
OG0004914	LOC119551607|XP_037716942.1|DSUP	LOC118466983|XP_035792793.1|AALB
OG0004915	LOC119550719|XP_037715541.1|DSUP	LOC118466990|XP_035792801.1|AALB
OG0004916	LOC119551187|XP_037716317.1|DSUP	LOC118464065|XP_035787006.1|AALB
OG0004917	LOC119552504|XP_037718042.1|DSUP	LOC118466300|XP_035791291.1|AALB
OG0004918	LOC119552503|XP_037718039.1|DSUP	LOC118466295|XP_035791276.1|AALB
OG0004919	LOC119549595|XP_037713686.1|DSUP	LOC118466303|XP_035791300.1|AALB
OG0004920	LOC119553543|XP_037719910.1|DSUP	LOC118466298|XP_035791288.1|AALB
OG0004921	LOC119552686|XP_037718334.1|DSUP	LOC118466297|XP_035791280.1|AALB
OG0004922	LOC119555425|XP_037722719.1|DSUP	LOC118463169|XP_035785456.1|AALB
OG0004923	LOC119552989|XP_037718936.1|DSUP	LOC118464292|XP_035787467.1|AALB
OG0004924	LOC119554876|XP_037721890.1|DSUP	LOC118464728|XP_035788202.1|AALB
OG0004925	LOC119554829|XP_037721830.1|DSUP	LOC118465569|XP_035789824.1|AALB
OG0004926	LOC119555033|XP_037722108.1|DSUP	LOC118465042|XP_035788801.1|AALB
OG0004927	LOC119552592|XP_037718168.1|DSUP	LOC118466145|XP_035790998.1|AALB
OG0004928	LOC119551934|XP_037717513.1|DSUP	LOC118462530|XP_035784176.1|AALB
OG0004929	LOC119552700|XP_037718364.1|DSUP	LOC118464253|XP_035787382.1|AALB
OG0004930	LOC119549195|XP_037712952.1|DSUP	LOC118467879|XP_035794683.1|AALB
OG0004931	LOC119551209|XP_037716371.1|DSUP	LOC118465409|XP_035789524.1|AALB
OG0004932	LOC119552672|XP_037718309.1|DSUP	LOC118465399|XP_035789492.1|AALB
OG0004933	LOC119551700|XP_037717096.1|DSUP	LOC118464842|XP_035788431.1|AALB
OG0004934	LOC119551835|XP_037717333.1|DSUP	LOC118463790|XP_035786516.1|AALB
OG0004935	LOC119551938|XP_037717526.1|DSUP	LOC118464660|XP_035788054.1|AALB
OG0004936	LOC119553675|XP_037720146.1|DSUP	LOC118463469|XP_035785952.1|AALB
OG0004937	LOC119553268|XP_037719487.1|DSUP	LOC118464623|XP_035787962.1|AALB
OG0004938	LOC119553080|XP_037719155.1|DSUP	LOC118462804|XP_035784700.1|AALB
OG0004939	LOC119552820|XP_037718600.1|DSUP	LOC118462815|XP_035784727.1|AALB
OG0004940	LOC119552817|XP_037718592.1|DSUP	LOC118462806|XP_035784702.1|AALB
OG0004941	LOC119554846|XP_037721850.1|DSUP	LOC118463711|XP_035786397.1|AALB
OG0004942	LOC119555658|XP_037723167.1|DSUP	LOC118467458|XP_035793862.1|AALB
OG0004943	LOC119553064|XP_037719118.1|DSUP	LOC118467459|XP_035793863.1|AALB
OG0004944	LOC119555191|XP_037722376.1|DSUP	LOC118465738|XP_035790093.1|AALB
OG0004945	LOC119551345|XP_037716589.1|DSUP	LOC118463010|XP_035785135.1|AALB
OG0004946	LOC119553467|XP_037719797.1|DSUP	LOC118467415|XP_035793791.1|AALB
OG0004947	LOC119554171|XP_037720889.1|DSUP	LOC118463506|XP_035785998.1|AALB
OG0004948	LOC119553893|XP_037720488.1|DSUP	LOC118465785|XP_035790212.1|AALB
OG0004949	LOC119555514|XP_037722862.1|DSUP	LOC118462459|XP_035784023.1|AALB
OG0004950	LOC119554775|XP_037721746.1|DSUP	LOC118462464|XP_035784040.1|AALB
OG0004951	LOC119546599|XP_037708958.1|DSUP	LOC118462461|XP_035784027.1|AALB
OG0004952	LOC119552787|XP_037718540.1|DSUP	LOC118466778|XP_035792397.1|AALB
OG0004953	LOC119552956|XP_037718867.1|DSUP	LOC118466785|XP_035792414.1|AALB
OG0004954	LOC119554754|XP_037721710.1|DSUP	LOC118466775|XP_035792394.1|AALB
OG0004955	LOC119555062|XP_037722193.1|DSUP	LOC118462999|XP_035785120.1|AALB
OG0004956	LOC119550542|XP_037715199.1|DSUP	LOC118463150|XP_035785421.1|AALB
OG0004957	LOC119553065|XP_037719119.1|DSUP	LOC118465297|XP_035789269.1|AALB
OG0004958	LOC119555442|XP_037722744.1|DSUP	LOC118462984|XP_035785083.1|AALB
OG0004959	LOC119555444|XP_037722746.1|DSUP	LOC118462996|XP_035785115.1|AALB
OG0004960	LOC119555441|XP_037722740.1|DSUP	LOC118462979|XP_035785068.1|AALB
OG0004961	LOC119549277|XP_037713139.1|DSUP	LOC118467108|XP_035793061.1|AALB
OG0004962	LOC119555693|XP_037723275.1|DSUP	LOC118467107|XP_035793060.1|AALB
OG0004963	LOC119552639|XP_037718258.1|DSUP	LOC118466833|XP_035792523.1|AALB
OG0004964	LOC119553120|XP_037719235.1|DSUP	LOC118463842|XP_035786639.1|AALB
OG0004965	LOC119555011|XP_037722082.1|DSUP	LOC118462864|XP_035784816.1|AALB
OG0004966	LOC119553039|XP_037719030.1|DSUP	LOC118462863|XP_035784815.1|AALB
OG0004967	LOC119551633|XP_037716986.1|DSUP	LOC118462706|XP_035784538.1|AALB
OG0004968	LOC119554698|XP_037721629.1|DSUP	LOC118465767|XP_035790175.1|AALB
OG0004969	LOC119550042|XP_037714423.1|DSUP	LOC118465761|XP_035790158.1|AALB
OG0004970	LOC119554993|XP_037722059.1|DSUP	LOC118465762|XP_035790159.1|AALB
OG0004971	LOC119552800|XP_037718561.1|DSUP	LOC118465765|XP_035790169.1|AALB
OG0004972	LOC119553278|XP_037719499.1|DSUP	LOC118462927|XP_035784929.1|AALB
OG0004973	LOC119553066|XP_037719120.1|DSUP	LOC118462488|XP_035784093.1|AALB
OG0004974	LOC119555329|XP_037722588.1|DSUP	LOC118467473|XP_035793904.1|AALB
OG0004975	LOC119552990|XP_037718937.1|DSUP	LOC118465041|XP_035788800.1|AALB
OG0004976	LOC119553027|XP_037719011.1|DSUP	LOC118464293|XP_035787468.1|AALB
OG0004977	LOC119549309|XP_037713197.1|DSUP	LOC118463963|XP_035786857.1|AALB
OG0004978	LOC119552065|XP_037717757.1|DSUP	LOC118466476|XP_035791752.1|AALB
OG0004979	LOC119553776|XP_037720311.1|DSUP	LOC118463992|XP_035786916.1|AALB
OG0004980	LOC119553248|XP_037719452.1|DSUP	LOC118463035|XP_035785171.1|AALB
OG0004981	LOC119553053|XP_037719093.1|DSUP	LOC118463037|XP_035785175.1|AALB
OG0004982	LOC119554405|XP_037721223.1|DSUP	LOC118463031|XP_035785166.1|AALB
OG0004983	LOC119554339|XP_037721132.1|DSUP	LOC118463039|XP_035785176.1|AALB
OG0004984	LOC119554528|XP_037721402.1|DSUP	LOC118463032|XP_035785167.1|AALB
OG0004985	LOC119555700|XP_037723282.1|DSUP	LOC118467471|XP_035793899.1|AALB
OG0004986	LOC119553662|XP_037720100.1|DSUP	LOC118463290|XP_035785665.1|AALB
OG0004987	LOC119554531|XP_037721409.1|DSUP	LOC118465043|XP_035788804.1|AALB
OG0004988	LOC119555703|XP_037723284.1|DSUP	LOC118467472|XP_035793903.1|AALB
OG0004989	LOC119554533|XP_037721412.1|DSUP	LOC118463053|XP_035785197.1|AALB
OG0004990	LOC119551388|XP_037716641.1|DSUP	LOC118467122|XP_035793086.1|AALB
OG0004991	LOC119549069|XP_037712703.1|DSUP	LOC118465525|XP_035789742.1|AALB
OG0004992	LOC119549070|XP_037712704.1|DSUP	LOC118465534|XP_035789753.1|AALB
OG0004993	LOC119554482|XP_037721335.1|DSUP	LOC118464492|XP_035787813.1|AALB
OG0004994	LOC119554506|XP_037721371.1|DSUP	LOC118465518|XP_035789730.1|AALB
OG0004995	LOC119555416|XP_037722701.1|DSUP	LOC118467752|XP_035794458.1|AALB
OG0004996	LOC119553097|XP_037719181.1|DSUP	LOC118466429|XP_035791618.1|AALB
OG0004997	LOC119552057|XP_037717746.1|DSUP	LOC118467242|XP_035793402.1|AALB
OG0004998	LOC119552104|XP_037717817.1|DSUP	LOC118467114|XP_035793070.1|AALB
OG0004999	LOC119555559|XP_037722932.1|DSUP	LOC118464102|XP_035787072.1|AALB
OG0005000	LOC119549278|XP_037713140.1|DSUP	LOC118466517|XP_035791903.1|AALB
OG0005001	LOC119552895|XP_037718741.1|DSUP	LOC118463120|XP_035785347.1|AALB
OG0005002	LOC119554907|XP_037721938.1|DSUP	LOC118467636|XP_035794253.1|AALB
OG0005003	LOC119553241|XP_037719439.1|DSUP	LOC118463224|XP_035785566.1|AALB
OG0005004	LOC119555087|XP_037722232.1|DSUP	LOC118463218|XP_035785555.1|AALB
OG0005005	LOC119553481|XP_037719818.1|DSUP	LOC118467058|XP_035792952.1|AALB
OG0005006	LOC119553698|XP_037720182.1|DSUP	LOC118464101|XP_035787071.1|AALB
OG0005007	LOC119554547|XP_037721436.1|DSUP	LOC118464103|XP_035787073.1|AALB
OG0005008	LOC119553140|XP_037719265.1|DSUP	LOC118464069|XP_035787011.1|AALB
OG0005009	LOC119554735|XP_037721684.1|DSUP	LOC118466294|XP_035791275.1|AALB
OG0005010	LOC119553666|XP_037720106.1|DSUP	LOC118462920|XP_035784920.1|AALB
OG0005011	LOC119549379|XP_037713344.1|DSUP	LOC118462918|XP_035784916.1|AALB
OG0005012	LOC119554899|XP_037721928.1|DSUP	LOC118464834|XP_035788403.1|AALB
OG0005013	LOC119563481|XP_037732834.1|DSUP	LOC118467712|XP_035794402.1|AALB
OG0005014	LOC119555398|XP_037722676.1|DSUP	LOC118464009|XP_035786950.1|AALB
OG0005015	LOC119553326|XP_037719585.1|DSUP	LOC118462705|XP_035784537.1|AALB
OG0005016	LOC119554931|XP_037721968.1|DSUP	LOC118464762|XP_035788274.1|AALB
OG0005017	LOC119553346|XP_037719611.1|DSUP	LOC118467233|XP_035793384.1|AALB
OG0005018	LOC119552662|XP_037718296.1|DSUP	LOC118464312|XP_035787496.1|AALB
OG0005019	LOC119554848|XP_037721855.1|DSUP	LOC118467080|XP_035793012.1|AALB
OG0005020	LOC119550065|XP_037714456.1|DSUP	LOC118467154|XP_035793188.1|AALB
OG0005021	LOC119546651|XP_037709033.1|DSUP	LOC118466127|XP_035790969.1|AALB
OG0005022	LOC119554233|XP_037720992.1|DSUP	LOC118463296|XP_035785675.1|AALB
OG0005023	LOC119550495|XP_037715114.1|DSUP	LOC118466230|XP_035791163.1|AALB
OG0005024	LOC119555243|XP_037722456.1|DSUP	LOC118466228|XP_035791160.1|AALB, LOC118466229|XP_035791161.1|AALB
OG0005025	LOC119554288|XP_037721073.1|DSUP	LOC118466411|XP_035791572.1|AALB
OG0005026	LOC119554853|XP_037721861.1|DSUP	LOC118466409|XP_035791570.1|AALB
OG0005027	LOC119553154|XP_037719303.1|DSUP	LOC118463644|XP_035786277.1|AALB
OG0005028	LOC119560524|XP_037729928.1|DSUP	LOC118463545|XP_035786060.1|AALB
OG0005029	LOC119552856|XP_037718660.1|DSUP	LOC118464307|XP_035787491.1|AALB
OG0005030	LOC119555274|XP_037722505.1|DSUP	LOC118463543|XP_035786057.1|AALB
OG0005031	LOC119553336|XP_037719599.1|DSUP	LOC118466428|XP_035791604.1|AALB
OG0005032	LOC119553810|XP_037720359.1|DSUP	LOC118465815|XP_035790279.1|AALB
OG0005033	LOC119552507|XP_037718045.1|DSUP	LOC118463101|XP_035785290.1|AALB
OG0005034	LOC119554223|XP_037720979.1|DSUP	LOC118463582|XP_035786115.1|AALB
OG0005035	LOC119552577|XP_037718135.1|DSUP	LOC118466914|XP_035792676.1|AALB
OG0005036	LOC119552632|XP_037718239.1|DSUP	LOC118463079|XP_035785235.1|AALB
OG0005037	LOC119555392|XP_037722666.1|DSUP	LOC118464212|XP_035787276.1|AALB
OG0005038	LOC119553953|XP_037720575.1|DSUP	LOC118466514|XP_035791897.1|AALB
OG0005039	LOC119547279|XP_037709990.1|DSUP	LOC118463243|XP_035785603.1|AALB
OG0005040	LOC119552771|XP_037718506.1|DSUP	LOC118463124|XP_035785373.1|AALB
OG0005041	LOC119555694|XP_037723277.1|DSUP	LOC118463246|XP_035785606.1|AALB
OG0005042	LOC119555102|XP_037722248.1|DSUP	LOC118467593|XP_035794157.1|AALB
OG0005043	LOC119551350|XP_037716597.1|DSUP	LOC118464551|XP_035787882.1|AALB
OG0005044	LOC119551251|XP_037716424.1|DSUP	LOC118467135|XP_035793142.1|AALB
OG0005045	LOC119550154|XP_037714593.1|DSUP	LOC118464474|XP_035787776.1|AALB
OG0005046	LOC119550605|XP_037715351.1|DSUP	LOC118463397|XP_035785835.1|AALB
OG0005047	LOC119554639|XP_037721563.1|DSUP	LOC118463393|XP_035785831.1|AALB
OG0005048	LOC119554824|XP_037721826.1|DSUP	LOC118463966|XP_035786861.1|AALB
OG0005049	LOC119552576|XP_037718130.1|DSUP	LOC118464456|XP_035787736.1|AALB
OG0005050	LOC119550437|XP_037715036.1|DSUP	LOC118465980|XP_035790642.1|AALB
OG0005051	LOC119555667|XP_037723202.1|DSUP	LOC118463710|XP_035786396.1|AALB
OG0005052	LOC119553529|XP_037719883.1|DSUP	LOC118464772|XP_035788293.1|AALB
OG0005053	LOC119546118|XP_037708137.1|DSUP	LOC118467755|XP_035794475.1|AALB
OG0005054	LOC119554268|XP_037721043.1|DSUP	LOC118464270|XP_035787418.1|AALB
OG0005055	LOC119558045|XP_037727121.1|DSUP	LOC118464273|XP_035787428.1|AALB
OG0005056	LOC119550140|XP_037714572.1|DSUP	LOC118464828|XP_035788396.1|AALB
OG0005057	LOC119553007|XP_037718958.1|DSUP	LOC118464961|XP_035788649.1|AALB
OG0005058	LOC119553279|XP_037719512.1|DSUP	LOC118464967|XP_035788673.1|AALB
OG0005059	LOC119549904|XP_037714144.1|DSUP	LOC118463174|XP_035785472.1|AALB
OG0005060	LOC119549231|XP_037713044.1|DSUP	LOC118463173|XP_035785461.1|AALB
OG0005061	LOC119548462|XP_037711658.1|DSUP	LOC118463256|XP_035785618.1|AALB
OG0005062	LOC119550836|XP_037715724.1|DSUP	LOC118464083|XP_035787034.1|AALB
OG0005063	LOC119561988|XP_037731308.1|DSUP	LOC118464142|XP_035787140.1|AALB
OG0005064	LOC119554095|XP_037720772.1|DSUP	LOC118465223|XP_035789111.1|AALB
OG0005065	LOC119549159|XP_037712874.1|DSUP	LOC118463614|XP_035786196.1|AALB
OG0005066	LOC119551472|XP_037716755.1|DSUP	LOC118463286|XP_035785656.1|AALB
OG0005067	LOC119551299|XP_037716507.1|DSUP	LOC118466307|XP_035791309.1|AALB
OG0005068	LOC119554748|XP_037721701.1|DSUP	LOC118467192|XP_035793294.1|AALB
OG0005069	LOC119549013|XP_037712582.1|DSUP	LOC118467186|XP_035793275.1|AALB
OG0005070	LOC119549044|XP_037712666.1|DSUP	LOC118466841|XP_035792556.1|AALB
OG0005071	LOC119552824|XP_037718605.1|DSUP	LOC118463292|XP_035785667.1|AALB
OG0005072	LOC119558122|XP_037727281.1|DSUP	LOC118466124|XP_035790966.1|AALB
OG0005073	LOC119551170|XP_037716296.1|DSUP	LOC118463248|XP_035785610.1|AALB
OG0005074	LOC119553302|XP_037719551.1|DSUP	LOC118462621|XP_035784353.1|AALB
OG0005075	LOC119550474|XP_037715091.1|DSUP	LOC118466126|XP_035790968.1|AALB
OG0005076	LOC119551515|XP_037716826.1|DSUP	LOC118466128|XP_035790971.1|AALB
OG0005078	LOC119553355|XP_037719625.1|DSUP	LOC118464902|XP_035788556.1|AALB
OG0005079	LOC119549097|XP_037712759.1|DSUP	LOC118463836|XP_035786623.1|AALB
OG0005080	LOC119552485|XP_037718012.1|DSUP	LOC118463259|XP_035785622.1|AALB
OG0005081	LOC119549133|XP_037712831.1|DSUP	LOC118466187|XP_035791085.1|AALB
OG0005082	LOC119555464|XP_037722797.1|DSUP	LOC118467006|XP_035792843.1|AALB
OG0005083	LOC119558409|XP_037727869.1|DSUP	LOC118467007|XP_035792844.1|AALB
OG0005084	LOC119555400|XP_037722679.1|DSUP	LOC118467367|XP_035793662.1|AALB
OG0005085	LOC119553526|XP_037719879.1|DSUP	LOC118467366|XP_035793661.1|AALB
OG0005086	LOC119549058|XP_037712690.1|DSUP	LOC118466286|XP_035791264.1|AALB
OG0005087	LOC119552760|XP_037718485.1|DSUP	LOC118466917|XP_035792679.1|AALB
OG0005088	LOC119550963|XP_037715921.1|DSUP	LOC118467529|XP_035793988.1|AALB
OG0005089	LOC119550961|XP_037715919.1|DSUP	LOC118467527|XP_035793986.1|AALB
OG0005090	LOC119549726|XP_037713895.1|DSUP	LOC118466865|XP_035792595.1|AALB
OG0005091	LOC119549931|XP_037714223.1|DSUP	LOC118459939|XP_035779709.1|AALB
OG0005092	LOC119555111|XP_037722262.1|DSUP	LOC118463508|XP_035786001.1|AALB
OG0005093	LOC119553325|XP_037719582.1|DSUP	LOC118463495|XP_035785984.1|AALB
OG0005094	LOC119552843|XP_037718634.1|DSUP	LOC118462939|XP_035784957.1|AALB
