Orthogroup	DSUP.longest_only	DFIC.longest_only
OG0006387	LOC119553041|XP_037719038.1|DSUP	LOC108099518|XP_017058572.1|DFIC
OG0006388	LOC119557103|XP_037725608.1|DSUP	LOC108092873|XP_017048198.1|DFIC
OG0006389	LOC119557104|XP_037725609.1|DSUP	LOC108092871|XP_017048196.1|DFIC
OG0006390	LOC119545790|XP_037707593.1|DSUP	LOC108087232|XP_017040007.1|DFIC
OG0006391	LOC119563296|XP_037732551.1|DSUP	LOC108087078|XP_017039746.1|DFIC
OG0006392	LOC119558050|XP_037727128.1|DSUP	LOC108097007|XP_017054495.1|DFIC
OG0006393	LOC119546772|XP_037709251.1|DSUP	LOC108098265|XP_017056552.1|DFIC
OG0006394	LOC119549369|XP_037713334.1|DSUP	LOC108092085|XP_017047059.1|DFIC
OG0006395	LOC119555602|XP_037723029.1|DSUP	LOC108099520|XP_017058575.1|DFIC
OG0006396	LOC119556271|XP_037724249.1|DSUP	LOC108097636|XP_017055555.1|DFIC
OG0006397	LOC119556879|XP_037725282.1|DSUP	LOC108091315|XP_017045934.1|DFIC
OG0006398	LOC119557270|XP_037725885.1|DSUP	LOC108097249|XP_017054919.1|DFIC
OG0006399	LOC119556143|XP_037723968.1|DSUP	LOC108094620|XP_017050792.1|DFIC
OG0006400	LOC119556142|XP_037723967.1|DSUP	LOC108094619|XP_017050791.1|DFIC
OG0006401	LOC119554732|XP_037721680.1|DSUP	LOC108088329|XP_017041557.1|DFIC
OG0006402	LOC119560939|XP_037730603.1|DSUP	LOC108098651|XP_017057216.1|DFIC
OG0006403	LOC119560997|XP_037730725.1|DSUP	LOC108098483|XP_017056883.1|DFIC
OG0006404	LOC119545691|XP_037707369.1|DSUP	LOC108102022|XP_017062111.1|DFIC
OG0006405	LOC119553196|XP_037719374.1|DSUP	LOC108095454|XP_017052058.1|DFIC
OG0006406	LOC119551156|XP_037716281.1|DSUP	LOC108097748|XP_017055746.1|DFIC
OG0006407	LOC119558252|XP_037727507.1|DSUP	LOC108088636|XP_017042043.1|DFIC
OG0006408	LOC119556962|XP_037725397.1|DSUP	LOC108088689|XP_017042118.1|DFIC
OG0006409	LOC119557821|XP_037726689.1|DSUP	LOC108101709|XP_017061636.1|DFIC
OG0006410	LOC119556351|XP_037724383.1|DSUP	LOC108095357|XP_017051927.1|DFIC
OG0006411	LOC119557939|XP_037726879.1|DSUP	LOC108098139|XP_017056352.1|DFIC
OG0006412	LOC119561125|XP_037730970.1|DSUP	LOC108095933|XP_017052759.1|DFIC
OG0006413	LOC119549386|XP_037713360.1|DSUP	LOC108095859|XP_017052647.1|DFIC
OG0006414	LOC119563141|XP_037732326.1|DSUP, LOC119560789|XP_037730345.1|DSUP	LOC108099610|XP_017058722.1|DFIC
OG0006415	LOC119557620|XP_037726367.1|DSUP	LOC108097552|XP_017055398.1|DFIC
OG0006416	LOC119556572|XP_037724799.1|DSUP	LOC108095321|XP_017051888.1|DFIC
OG0006417	LOC119548859|XP_037712413.1|DSUP	LOC108092433|XP_017047504.1|DFIC
OG0006418	LOC119556063|XP_037723799.1|DSUP	LOC108098115|XP_017056319.1|DFIC
OG0006419	LOC119557888|XP_037726822.1|DSUP	LOC108086858|XP_017039400.1|DFIC
OG0006420	LOC119555456|XP_037722788.1|DSUP	LOC108087294|XP_017040093.1|DFIC
OG0006421	LOC119546990|XP_037709574.1|DSUP	LOC108093448|XP_017049003.1|DFIC
OG0006422	LOC119548893|XP_037712480.1|DSUP	LOC108091501|XP_017046267.1|DFIC
OG0006423	LOC119560974|XP_037730675.1|DSUP	LOC108099407|XP_017058410.1|DFIC
OG0006424	LOC119560977|XP_037730677.1|DSUP	LOC108099409|XP_017058412.1|DFIC
OG0006425	LOC119560278|XP_037729574.1|DSUP	LOC108099568|XP_017058655.1|DFIC
OG0006426	LOC119560277|XP_037729573.1|DSUP	LOC108099567|XP_017058654.1|DFIC
OG0006427	LOC119562900|XP_037731953.1|DSUP	LOC108095884|XP_017052684.1|DFIC
OG0006428	LOC119551140|XP_037716262.1|DSUP	LOC108098618|XP_017057174.1|DFIC
OG0006429	LOC119547322|XP_037710052.1|DSUP	LOC108087130|XP_017039816.1|DFIC
OG0006431	LOC119548637|XP_037711967.1|DSUP	LOC108088490|XP_017041798.1|DFIC
OG0006432	LOC119559861|XP_037728895.1|DSUP	LOC108087926|XP_017041001.1|DFIC
OG0006433	LOC119560499|XP_037729901.1|DSUP	LOC108087207|XP_017039961.1|DFIC
OG0006434	LOC119547455|XP_037710246.1|DSUP	LOC108089128|XP_017042732.1|DFIC
OG0006435	LOC119550264|XP_037714774.1|DSUP	LOC108088495|XP_017041809.1|DFIC
OG0006436	LOC119557477|XP_037726173.1|DSUP	LOC108097877|XP_017055901.1|DFIC
OG0006437	LOC119556687|XP_037724989.1|DSUP	LOC108102207|XP_017062400.1|DFIC
OG0006438	LOC119548209|XP_037711271.1|DSUP	LOC108091539|XP_017046292.1|DFIC
OG0006439	LOC119555108|XP_037722263.1|DSUP	LOC108087042|XP_017039707.1|DFIC
OG0006440	LOC119555142|XP_037722301.1|DSUP	LOC108087043|XP_017039708.1|DFIC
OG0006441	LOC119560538|XP_037729954.1|DSUP	LOC108091719|XP_017046552.1|DFIC
OG0006442	LOC119562862|XP_037731904.1|DSUP	LOC108099619|XP_017058730.1|DFIC
OG0006443	LOC119559761|XP_037728764.1|DSUP	LOC108091795|XP_017046647.1|DFIC
OG0006444	LOC119554328|XP_037721124.1|DSUP	LOC108097726|XP_017055714.1|DFIC
OG0006445	LOC119553794|XP_037720334.1|DSUP	LOC108097314|XP_017055020.1|DFIC
OG0006446	LOC119551956|XP_037717583.1|DSUP	LOC108095930|XP_017052756.1|DFIC
OG0006447	LOC119563287|XP_037732540.1|DSUP	LOC108095998|XP_017052833.1|DFIC
OG0006448	LOC119563208|XP_037732432.1|DSUP	LOC108092179|XP_017047192.1|DFIC
OG0006449	LOC119563322|XP_037732585.1|DSUP	LOC108091869|XP_017046738.1|DFIC
OG0006450	LOC119547139|XP_037709781.1|DSUP	LOC108090618|XP_017044884.1|DFIC
OG0006451	LOC119558114|XP_037727268.1|DSUP	LOC108088643|XP_017042049.1|DFIC
OG0006452	LOC119551245|XP_037716420.1|DSUP	LOC108095785|XP_017052530.1|DFIC
OG0006453	LOC119554945|XP_037721983.1|DSUP	LOC108099860|XP_017058996.1|DFIC
OG0006454	LOC119557157|XP_037725685.1|DSUP	LOC108097294|XP_017054997.1|DFIC
OG0006455	LOC119560458|XP_037729833.1|DSUP	LOC108098536|XP_017057006.1|DFIC
OG0006456	LOC119560378|XP_037729714.1|DSUP	LOC108098535|XP_017057005.1|DFIC
OG0006457	LOC119561880|XP_037731283.1|DSUP	LOC108091645|XP_017046437.1|DFIC
OG0006458	LOC119546243|XP_037708321.1|DSUP	LOC108089227|XP_017042873.1|DFIC
OG0006459	LOC119547713|XP_037710618.1|DSUP	LOC108099486|XP_017058535.1|DFIC
OG0006460	LOC119558860|XP_037728026.1|DSUP	LOC108091953|XP_017046839.1|DFIC
OG0006461	LOC119559769|XP_037728772.1|DSUP	LOC108098611|XP_017057163.1|DFIC
OG0006462	LOC119556976|XP_037725426.1|DSUP	LOC108087104|XP_017039775.1|DFIC
OG0006463	LOC119563463|XP_037732799.1|DSUP	LOC108097625|XP_017055539.1|DFIC
OG0006464	LOC119553413|XP_037719716.1|DSUP	LOC108100617|XP_017060097.1|DFIC
OG0006465	LOC119557966|XP_037726939.1|DSUP	LOC108097188|XP_017054820.1|DFIC
OG0006466	LOC119558052|XP_037727130.1|DSUP	LOC108097009|XP_017054497.1|DFIC
OG0006467	LOC119560620|XP_037730086.1|DSUP	LOC108088061|XP_017041190.1|DFIC
OG0006468	LOC119563379|XP_037732658.1|DSUP	LOC108092208|XP_017047226.1|DFIC
OG0006469	LOC119558044|XP_037727120.1|DSUP	LOC108097544|XP_017055386.1|DFIC
OG0006470	LOC119554094|XP_037720771.1|DSUP	LOC108089560|XP_017043393.1|DFIC
OG0006471	LOC119548475|XP_037711675.1|DSUP	LOC108092038|XP_017046966.1|DFIC
OG0006472	LOC119548464|XP_037711663.1|DSUP	LOC108092037|XP_017046965.1|DFIC
OG0006473	LOC119555613|XP_037723053.1|DSUP	LOC108087546|XP_017040450.1|DFIC
OG0006474	LOC119551829|XP_037717326.1|DSUP	LOC108090561|XP_017044793.1|DFIC
OG0006475	LOC119560819|XP_037730392.1|DSUP	LOC108091821|XP_017046687.1|DFIC
OG0006476	LOC119556317|XP_037724331.1|DSUP	LOC108092964|XP_017048339.1|DFIC
OG0006477	LOC119557399|XP_037726072.1|DSUP	LOC108097342|XP_017055067.1|DFIC
OG0006478	LOC119560078|XP_037729324.1|DSUP	LOC108087337|XP_017040162.1|DFIC
OG0006479	LOC119549173|XP_037712905.1|DSUP	LOC108087141|XP_017039835.1|DFIC
OG0006480	LOC119550134|XP_037714561.1|DSUP	LOC108101553|XP_017061437.1|DFIC
OG0006481	LOC119546406|XP_037708591.1|DSUP	LOC108093501|XP_017049080.1|DFIC
OG0006482	LOC119545801|XP_037707612.1|DSUP	LOC108086564|XP_017039010.1|DFIC
OG0006483	LOC119560455|XP_037729835.1|DSUP	LOC108095901|XP_017052712.1|DFIC
OG0006484	LOC119560439|XP_037729814.1|DSUP	LOC108095900|XP_017052710.1|DFIC
OG0006485	LOC119560780|XP_037730334.1|DSUP	LOC108097730|XP_017055720.1|DFIC
OG0006486	LOC119552680|XP_037718330.1|DSUP	LOC108098772|XP_017057392.1|DFIC
OG0006487	LOC119560761|XP_037730310.1|DSUP	LOC108098839|XP_017057489.1|DFIC
OG0006488	LOC119553369|XP_037719643.1|DSUP	LOC108099164|XP_017058001.1|DFIC
OG0006489	LOC119545712|XP_037707440.1|DSUP	LOC108097574|XP_017055449.1|DFIC
OG0006490	LOC119560104|XP_037729378.1|DSUP	LOC108098589|XP_017057125.1|DFIC
OG0006491	LOC119548774|XP_037712247.1|DSUP	LOC108096104|XP_017052973.1|DFIC, LOC108096061|XP_017052909.1|DFIC
OG0006492	LOC119560722|XP_037730267.1|DSUP	LOC108090199|XP_017044276.1|DFIC
OG0006493	LOC119556898|XP_037725309.1|DSUP	LOC108098051|XP_017056220.1|DFIC
OG0006494	LOC119558316|XP_037727653.1|DSUP	LOC108094638|XP_017050823.1|DFIC
OG0006495	LOC119557382|XP_037726055.1|DSUP	LOC108094715|XP_017050941.1|DFIC
OG0006496	LOC119558351|XP_037727783.1|DSUP	LOC108092034|XP_017046964.1|DFIC
OG0006497	LOC119562570|XP_037731715.1|DSUP	LOC108087219|XP_017039982.1|DFIC
OG0006498	LOC119563471|XP_037732815.1|DSUP	LOC108087358|XP_017040187.1|DFIC
OG0006499	LOC119546368|XP_037708529.1|DSUP	LOC108086818|XP_017039350.1|DFIC
OG0006500	LOC119547211|XP_037709889.1|DSUP	LOC108089172|XP_017042797.1|DFIC
OG0006501	LOC119563512|XP_037732886.1|DSUP	LOC108097627|XP_017055540.1|DFIC
OG0006502	LOC119559235|XP_037728245.1|DSUP	LOC108099332|XP_017058295.1|DFIC
OG0006503	LOC119545821|XP_037707648.1|DSUP	LOC108099335|XP_017058298.1|DFIC
OG0006504	LOC119545813|XP_037707636.1|DSUP	LOC108099334|XP_017058296.1|DFIC
OG0006505	LOC119563543|XP_037732956.1|DSUP	LOC108088526|XP_017041858.1|DFIC
OG0006507	LOC119563097|XP_037732258.1|DSUP	LOC108092205|XP_017047222.1|DFIC
OG0006508	LOC119552217|XP_037717991.1|DSUP	LOC108092136|XP_017047133.1|DFIC
OG0006509	LOC119556524|XP_037724728.1|DSUP	LOC108094705|XP_017050933.1|DFIC
OG0006510	LOC119562154|XP_037731328.1|DSUP	LOC108087211|XP_017039967.1|DFIC
OG0006511	LOC119546736|XP_037709163.1|DSUP	LOC108087215|XP_017039978.1|DFIC
OG0006512	LOC119559919|XP_037729038.1|DSUP	LOC108093357|XP_017048860.1|DFIC
OG0006513	LOC119563424|XP_037732727.1|DSUP	LOC108087121|XP_017039792.1|DFIC
OG0006514	LOC119563333|XP_037732606.1|DSUP	LOC108095816|XP_017052578.1|DFIC
OG0006515	LOC119561075|XP_037730860.1|DSUP	LOC108087938|XP_017041015.1|DFIC
OG0006516	LOC119558949|XP_037728071.1|DSUP	LOC108099669|XP_017058792.1|DFIC
OG0006517	LOC119563139|XP_037732324.1|DSUP	LOC108099469|XP_017058511.1|DFIC
OG0006518	LOC119545834|XP_037707681.1|DSUP	LOC108099326|XP_017058252.1|DFIC
OG0006519	LOC119563140|XP_037732325.1|DSUP	LOC108099470|XP_017058512.1|DFIC
OG0006520	LOC119563419|XP_037732719.1|DSUP	LOC108088415|XP_017041662.1|DFIC
OG0006521	LOC119560487|XP_037729879.1|DSUP	LOC108092131|XP_017047123.1|DFIC
OG0006522	LOC119563416|XP_037732713.1|DSUP	LOC108088413|XP_017041660.1|DFIC
OG0006523	LOC119548693|XP_037712088.1|DSUP	LOC108097491|XP_017055287.1|DFIC
OG0006524	LOC119548428|XP_037711598.1|DSUP	LOC108088190|XP_017041379.1|DFIC
OG0006525	LOC119556265|XP_037724242.1|DSUP	LOC108097409|XP_017055156.1|DFIC
OG0006526	LOC119560288|XP_037729587.1|DSUP	LOC108091762|XP_017046596.1|DFIC
OG0006527	LOC119560379|XP_037729715.1|DSUP	LOC108091836|XP_017046705.1|DFIC
OG0006528	LOC119560614|XP_037730078.1|DSUP	LOC108091737|XP_017046570.1|DFIC
OG0006529	LOC119560556|XP_037729995.1|DSUP	LOC108091760|XP_017046593.1|DFIC
OG0006530	LOC119560575|XP_037730024.1|DSUP	LOC108091730|XP_017046562.1|DFIC
OG0006531	LOC119560506|XP_037729908.1|DSUP	LOC108091758|XP_017046590.1|DFIC
OG0006532	LOC119560132|XP_037729410.1|DSUP	LOC108091825|XP_017046692.1|DFIC
OG0006533	LOC119551321|XP_037716545.1|DSUP	LOC108090650|XP_017044917.1|DFIC
OG0006534	LOC119556045|XP_037723770.1|DSUP	LOC108097243|XP_017054913.1|DFIC
OG0006535	LOC119558740|XP_037727988.1|DSUP	LOC108087197|XP_017039947.1|DFIC
OG0006536	LOC119561036|XP_037730791.1|DSUP	LOC108091783|XP_017046627.1|DFIC
OG0006537	LOC119562230|XP_037731349.1|DSUP	LOC108095798|XP_017052551.1|DFIC
OG0006538	LOC119550321|XP_037714858.1|DSUP	LOC108088433|XP_017041690.1|DFIC
OG0006539	LOC119545644|XP_037707289.1|DSUP	LOC108102295|XP_017062547.1|DFIC
OG0006540	LOC119560906|XP_037730533.1|DSUP	LOC108099441|XP_017058468.1|DFIC
OG0006541	LOC119563062|XP_037732204.1|DSUP	LOC108086592|XP_017039050.1|DFIC
OG0006542	LOC119563063|XP_037732205.1|DSUP	LOC108086593|XP_017039051.1|DFIC
OG0006543	LOC119546575|XP_037708904.1|DSUP	LOC108095818|XP_017052579.1|DFIC
OG0006544	LOC119560736|XP_037730277.1|DSUP	LOC108098519|XP_017056977.1|DFIC
OG0006545	LOC119556692|XP_037725015.1|DSUP	LOC108092851|XP_017048161.1|DFIC
OG0006546	LOC119557705|XP_037726512.1|DSUP	LOC108091653|XP_017046447.1|DFIC
OG0006547	LOC119545645|XP_037707290.1|DSUP	LOC108099320|XP_017058241.1|DFIC
OG0006548	LOC119560387|XP_037729740.1|DSUP	LOC108091683|XP_017046494.1|DFIC
OG0006549	LOC119552092|XP_037717802.1|DSUP	LOC108087035|XP_017039697.1|DFIC
OG0006550	LOC119549579|XP_037713667.1|DSUP	LOC108100763|XP_017060289.1|DFIC
OG0006551	LOC119556797|XP_037725163.1|DSUP	LOC108088735|XP_017042174.1|DFIC
OG0006552	LOC119557380|XP_037726052.1|DSUP	LOC108088704|XP_017042135.1|DFIC
OG0006553	LOC119562995|XP_037732105.1|DSUP	LOC108086577|XP_017039023.1|DFIC
OG0006554	LOC119561067|XP_037730838.1|DSUP	LOC108098499|XP_017056907.1|DFIC
OG0006555	LOC119561118|XP_037730967.1|DSUP	LOC108098581|XP_017057108.1|DFIC
OG0006556	LOC119560678|XP_037730179.1|DSUP	LOC108091925|XP_017046799.1|DFIC
OG0006557	LOC119563356|XP_037732637.1|DSUP	LOC108102064|XP_017062193.1|DFIC
OG0006558	LOC119563259|XP_037732505.1|DSUP	LOC108091661|XP_017046458.1|DFIC
OG0006559	LOC119560041|XP_037729272.1|DSUP	LOC108098883|XP_017057559.1|DFIC
OG0006560	LOC119545641|XP_037707282.1|DSUP	LOC108088402|XP_017041645.1|DFIC
OG0006561	LOC119545665|XP_037707319.1|DSUP	LOC108088401|XP_017041644.1|DFIC
OG0006562	LOC119563235|XP_037732469.1|DSUP	LOC108086578|XP_017039024.1|DFIC
OG0006563	LOC119561056|XP_037730817.1|DSUP	LOC108087977|XP_017041067.1|DFIC
OG0006564	LOC119560573|XP_037730020.1|DSUP	LOC108088072|XP_017041210.1|DFIC
OG0006565	LOC119555019|XP_037722095.1|DSUP	LOC108087029|XP_017039685.1|DFIC
OG0006566	LOC119546208|XP_037708275.1|DSUP	LOC108091987|XP_017046888.1|DFIC
OG0006567	LOC119555331|XP_037722597.1|DSUP	LOC108091666|XP_017046469.1|DFIC
OG0006568	LOC119555324|XP_037722584.1|DSUP	LOC108091665|XP_017046468.1|DFIC
OG0006569	LOC119555177|XP_037722354.1|DSUP	LOC108093254|XP_017048719.1|DFIC
OG0006570	LOC119560927|XP_037730589.1|DSUP	LOC108090180|XP_017044253.1|DFIC
OG0006571	LOC119563028|XP_037732154.1|DSUP	LOC108099562|XP_017058639.1|DFIC
OG0006572	LOC119553402|XP_037719706.1|DSUP	LOC108098769|XP_017057390.1|DFIC
OG0006573	LOC119560525|XP_037729929.1|DSUP	LOC108091807|XP_017046662.1|DFIC
OG0006574	LOC119557294|XP_037725919.1|DSUP	LOC108087300|XP_017040101.1|DFIC
OG0006575	LOC119563405|XP_037732699.1|DSUP	LOC108086601|XP_017039061.1|DFIC
OG0006576	LOC119551082|XP_037716176.1|DSUP	LOC108099538|XP_017058599.1|DFIC
OG0006577	LOC119560779|XP_037730332.1|DSUP	LOC108097729|XP_017055719.1|DFIC
OG0006578	LOC119551072|XP_037716127.1|DSUP	LOC108099537|XP_017058597.1|DFIC
OG0006579	LOC119547843|XP_037710801.1|DSUP	LOC108100959|XP_017060599.1|DFIC
OG0006580	LOC119552762|XP_037718497.1|DSUP	LOC108092166|XP_017047178.1|DFIC
OG0006581	LOC119560089|XP_037729336.1|DSUP	LOC108090239|XP_017044325.1|DFIC
OG0006582	LOC119548212|XP_037711278.1|DSUP	LOC108092110|XP_017047098.1|DFIC
OG0006583	LOC119546414|XP_037708607.1|DSUP	LOC108092069|XP_017047025.1|DFIC
OG0006584	LOC119547522|XP_037710344.1|DSUP	LOC108092506|XP_017047613.1|DFIC
OG0006585	LOC119545993|XP_037707911.1|DSUP	LOC108092648|XP_017047786.1|DFIC, LOC108100526|XP_017059978.1|DFIC
OG0006586	LOC119545760|XP_037707537.1|DSUP	LOC108088420|XP_017041671.1|DFIC
OG0006587	LOC119545734|XP_037707488.1|DSUP	LOC108088416|XP_017041664.1|DFIC
OG0006588	LOC119557467|XP_037726164.1|DSUP	LOC108097590|XP_017055479.1|DFIC
OG0006589	LOC119561071|XP_037730848.1|DSUP	LOC108089091|XP_017042693.1|DFIC
OG0006590	LOC119560673|XP_037730174.1|DSUP	LOC108089098|XP_017042701.1|DFIC
OG0006591	LOC119552574|XP_037718127.1|DSUP	LOC108093067|XP_017048466.1|DFIC
OG0006592	LOC119560467|XP_037729854.1|DSUP	LOC108098820|XP_017057462.1|DFIC
OG0006593	LOC119560464|XP_037729852.1|DSUP	LOC108098817|XP_017057460.1|DFIC
OG0006594	LOC119555016|XP_037722087.1|DSUP	LOC108087507|XP_017040394.1|DFIC
OG0006595	LOC119550126|XP_037714539.1|DSUP	LOC108093993|XP_017049903.1|DFIC
OG0006596	LOC119549901|XP_037714138.1|DSUP	LOC108095156|XP_017051583.1|DFIC
OG0006597	LOC119552630|XP_037718237.1|DSUP	LOC108099101|XP_017057910.1|DFIC
OG0006598	LOC119548681|XP_037712053.1|DSUP	LOC108089207|XP_017042846.1|DFIC
OG0006599	LOC119552669|XP_037718306.1|DSUP	LOC108099918|XP_017059075.1|DFIC
OG0006600	LOC119555672|XP_037723212.1|DSUP	LOC108086979|XP_017039584.1|DFIC
OG0006601	LOC119555332|XP_037722594.1|DSUP	LOC108089645|XP_017043502.1|DFIC
OG0006602	LOC119555333|XP_037722595.1|DSUP	LOC108089646|XP_017043503.1|DFIC
OG0006603	LOC119555327|XP_037722586.1|DSUP	LOC108089592|XP_017043439.1|DFIC
OG0006604	LOC119553378|XP_037719658.1|DSUP	LOC108089317|XP_017042983.1|DFIC
OG0006605	LOC119557981|XP_037726995.1|DSUP	LOC108097382|XP_017055122.1|DFIC
OG0006606	LOC119555259|XP_037722486.1|DSUP	LOC108093087|XP_017048504.1|DFIC
OG0006607	LOC119555381|XP_037722651.1|DSUP	LOC108089729|XP_017043595.1|DFIC
OG0006608	LOC119560713|XP_037730252.1|DSUP	LOC108090216|XP_017044298.1|DFIC
OG0006609	LOC119560411|XP_037729774.1|DSUP	LOC108097733|XP_017055723.1|DFIC
OG0006610	LOC119552912|XP_037718767.1|DSUP	LOC108089504|XP_017043298.1|DFIC
OG0006611	LOC119553895|XP_037720490.1|DSUP	LOC108100648|XP_017060143.1|DFIC
OG0006612	LOC119553300|XP_037719547.1|DSUP	LOC108100183|XP_017059441.1|DFIC
OG0006613	LOC119555159|XP_037722315.1|DSUP	LOC108100683|XP_017060188.1|DFIC
OG0006614	LOC119554551|XP_037721444.1|DSUP	LOC108100680|XP_017060183.1|DFIC
OG0006615	LOC119554341|XP_037721135.1|DSUP	LOC108100631|XP_017060123.1|DFIC
OG0006616	LOC119552910|XP_037718764.1|DSUP	LOC108093653|XP_017049314.1|DFIC
OG0006617	LOC119554649|XP_037721578.1|DSUP	LOC108099909|XP_017059059.1|DFIC
OG0006618	LOC119555615|XP_037723061.1|DSUP	LOC108087470|XP_017040335.1|DFIC
OG0006619	LOC119555723|XP_037723347.1|DSUP	LOC108099528|XP_017058589.1|DFIC
OG0006620	LOC119554308|XP_037721097.1|DSUP	LOC108099488|XP_017058541.1|DFIC
OG0006621	LOC119554193|XP_037720917.1|DSUP	LOC108089450|XP_017043178.1|DFIC
OG0006622	LOC119553220|XP_037719406.1|DSUP	LOC108099651|XP_017058775.1|DFIC
OG0006623	LOC119554343|XP_037721137.1|DSUP	LOC108099723|XP_017058838.1|DFIC
OG0006624	LOC119551630|XP_037716982.1|DSUP	LOC108094247|XP_017050194.1|DFIC
OG0006625	LOC119551636|XP_037716992.1|DSUP	LOC108094259|XP_017050213.1|DFIC
OG0006626	LOC119559662|XP_037728638.1|DSUP	LOC108101344|XP_017061140.1|DFIC
OG0006627	LOC119549237|XP_037713064.1|DSUP	LOC108101561|XP_017061451.1|DFIC
OG0006628	LOC119549236|XP_037713060.1|DSUP	LOC108101563|XP_017061455.1|DFIC
OG0006629	LOC119549507|XP_037713546.1|DSUP	LOC108095177|XP_017051631.1|DFIC
OG0006630	LOC119550629|XP_037715386.1|DSUP	LOC108086404|XP_017038794.1|DFIC
OG0006631	LOC119553267|XP_037719486.1|DSUP	LOC108096317|XP_017053309.1|DFIC
OG0006632	LOC119550431|XP_037715031.1|DSUP	LOC108096634|XP_017053881.1|DFIC
OG0006633	LOC119553516|XP_037719866.1|DSUP	LOC108100597|XP_017060068.1|DFIC
OG0006634	LOC119546952|XP_037709519.1|DSUP	LOC108091448|XP_017046135.1|DFIC
OG0006635	LOC119546393|XP_037708564.1|DSUP	LOC108094166|XP_017050107.1|DFIC
OG0006636	LOC119557346|XP_037726011.1|DSUP	LOC108094706|XP_017050930.1|DFIC
OG0006637	LOC119553219|XP_037719405.1|DSUP	LOC108093182|XP_017048626.1|DFIC
OG0006638	LOC119550008|XP_037714359.1|DSUP	LOC108090500|XP_017044706.1|DFIC
OG0006639	LOC119551744|XP_037717173.1|DSUP	LOC108090380|XP_017044500.1|DFIC
OG0006640	LOC119551228|XP_037716393.1|DSUP	LOC108101569|XP_017061467.1|DFIC
OG0006641	LOC119551926|XP_037717484.1|DSUP	LOC108090731|XP_017045034.1|DFIC
OG0006642	LOC119551783|XP_037717239.1|DSUP	LOC108096733|XP_017054068.1|DFIC
OG0006643	LOC119549384|XP_037713352.1|DSUP	LOC108090747|XP_017045063.1|DFIC
OG0006644	LOC119553898|XP_037720495.1|DSUP	LOC108100388|XP_017059736.1|DFIC
OG0006645	LOC119548283|XP_037711378.1|DSUP	LOC108094448|XP_017050511.1|DFIC
OG0006646	LOC119549199|XP_037712957.1|DSUP	LOC108093751|XP_017049507.1|DFIC
OG0006647	LOC119549630|XP_037713744.1|DSUP	LOC108087834|XP_017040895.1|DFIC
OG0006648	LOC119553371|XP_037719649.1|DSUP	LOC108100211|XP_017059475.1|DFIC
OG0006649	LOC119549878|XP_037714111.1|DSUP	LOC108096753|XP_017054100.1|DFIC
OG0006650	LOC119548974|XP_037712491.1|DSUP	LOC108094288|XP_017050272.1|DFIC
OG0006651	LOC119554951|XP_037721992.1|DSUP	LOC108093082|XP_017048493.1|DFIC
OG0006652	LOC119552980|XP_037718926.1|DSUP	LOC108099967|XP_017059144.1|DFIC
OG0006653	LOC119555167|XP_037722327.1|DSUP	LOC108099026|XP_017057750.1|DFIC
OG0006654	LOC119554766|XP_037721732.1|DSUP	LOC108099607|XP_017058721.1|DFIC
OG0006655	LOC119554301|XP_037721087.1|DSUP	LOC108099096|XP_017057903.1|DFIC
OG0006656	LOC119553144|XP_037719283.1|DSUP	LOC108096284|XP_017053238.1|DFIC
OG0006657	LOC119549995|XP_037714336.1|DSUP	LOC108094842|XP_017051133.1|DFIC
OG0006658	LOC119553167|XP_037719331.1|DSUP	LOC108100547|XP_017060004.1|DFIC
OG0006659	LOC119554270|XP_037721049.1|DSUP	LOC108100669|XP_017060174.1|DFIC
OG0006660	LOC119553965|XP_037720589.1|DSUP	LOC108093220|XP_017048677.1|DFIC
OG0006661	LOC119552835|XP_037718620.1|DSUP	LOC108093142|XP_017048576.1|DFIC
OG0006662	LOC119546847|XP_037709372.1|DSUP	LOC108101310|XP_017061101.1|DFIC
OG0006663	LOC119552986|XP_037718932.1|DSUP	LOC108093189|XP_017048638.1|DFIC
OG0006664	LOC119559914|XP_037729019.1|DSUP	LOC108099398|XP_017058393.1|DFIC
OG0006665	LOC119552697|XP_037718358.1|DSUP	LOC108098983|XP_017057688.1|DFIC
OG0006666	LOC119551208|XP_037716370.1|DSUP	LOC108094768|XP_017051029.1|DFIC
OG0006667	LOC119552924|XP_037718793.1|DSUP	LOC108088241|XP_017041441.1|DFIC
OG0006668	LOC119551391|XP_037716646.1|DSUP	LOC108101615|XP_017061519.1|DFIC
OG0006669	LOC119553461|XP_037719792.1|DSUP	LOC108089333|XP_017043002.1|DFIC
OG0006670	LOC119554787|XP_037721761.1|DSUP	LOC108089618|XP_017043469.1|DFIC
OG0006671	LOC119552816|XP_037718591.1|DSUP	LOC108089472|XP_017043216.1|DFIC
OG0006672	LOC119554399|XP_037721212.1|DSUP	LOC108088970|XP_017042487.1|DFIC
OG0006673	LOC119553456|XP_037719786.1|DSUP	LOC108088985|XP_017042517.1|DFIC
OG0006674	LOC119554949|XP_037721991.1|DSUP	LOC108100192|XP_017059453.1|DFIC
OG0006675	LOC119552748|XP_037718464.1|DSUP	LOC108100155|XP_017059401.1|DFIC
OG0006676	LOC119555659|XP_037723170.1|DSUP	LOC108099873|XP_017059011.1|DFIC
OG0006677	LOC119555053|XP_037722174.1|DSUP	LOC108088996|XP_017042548.1|DFIC
