Orthogroup	DSUP.longest_only	DALB.longest_only
OG0005015	LOC119553326|XP_037719585.1|DSUP	LOC117569469|XP_034106528.1|DALB
OG0005016	LOC119554931|XP_037721968.1|DSUP	LOC117571436|XP_034109471.1|DALB
OG0005017	LOC119553346|XP_037719611.1|DSUP	LOC117567730|XP_034103785.1|DALB
OG0005018	LOC119552662|XP_037718296.1|DSUP	LOC117567073|XP_034102709.1|DALB
OG0005019	LOC119554848|XP_037721855.1|DSUP	LOC117569296|XP_034106294.1|DALB
OG0005020	LOC119550065|XP_037714456.1|DSUP	LOC117568861|XP_034105639.1|DALB
OG0005021	LOC119546651|XP_037709033.1|DSUP	LOC117565376|XP_034100341.1|DALB
OG0005022	LOC119554233|XP_037720992.1|DSUP	LOC117572500|XP_034111242.1|DALB
OG0005023	LOC119550495|XP_037715114.1|DSUP	LOC117566547|XP_034101980.1|DALB
OG0005024	LOC119555243|XP_037722456.1|DSUP	LOC117570525|XP_034108119.1|DALB
OG0005025	LOC119554288|XP_037721073.1|DSUP	LOC117568216|XP_034104581.1|DALB
OG0005026	LOC119554853|XP_037721861.1|DSUP	LOC117570396|XP_034107906.1|DALB
OG0005027	LOC119553154|XP_037719303.1|DSUP	LOC117569291|XP_034106287.1|DALB
OG0005028	LOC119560524|XP_037729928.1|DSUP	LOC117575240|XP_034115263.1|DALB
OG0005029	LOC119552856|XP_037718660.1|DSUP	LOC117567560|XP_034103511.1|DALB
OG0005030	LOC119555274|XP_037722505.1|DSUP	LOC117569748|XP_034106927.1|DALB, LOC117571932|XP_034110312.1|DALB
OG0005031	LOC119553336|XP_037719599.1|DSUP	LOC117567929|XP_034104105.1|DALB
OG0005032	LOC119553810|XP_037720359.1|DSUP	LOC117571013|XP_034108862.1|DALB
OG0005033	LOC119552507|XP_037718045.1|DSUP	LOC117567920|XP_034104092.1|DALB
OG0005034	LOC119554223|XP_037720979.1|DSUP	LOC117570333|XP_034107775.1|DALB
OG0005035	LOC119552577|XP_037718135.1|DSUP	LOC117566826|XP_034102282.1|DALB
OG0005036	LOC119552632|XP_037718239.1|DSUP	LOC117566550|XP_034101983.1|DALB
OG0005037	LOC119555392|XP_037722666.1|DSUP	LOC117567585|XP_034103557.1|DALB
OG0005038	LOC119553953|XP_037720575.1|DSUP	LOC117568721|XP_034105430.1|DALB
OG0005039	LOC119547279|XP_037709990.1|DSUP	LOC117564151|XP_034098708.1|DALB
OG0005040	LOC119552771|XP_037718506.1|DSUP	LOC117567025|XP_034102615.1|DALB
OG0005041	LOC119555694|XP_037723277.1|DSUP	LOC117570963|XP_034108796.1|DALB
OG0005042	LOC119555102|XP_037722248.1|DSUP	LOC117572280|XP_034110878.1|DALB
OG0005043	LOC119551350|XP_037716597.1|DSUP	LOC117571591|XP_034109698.1|DALB
OG0005044	LOC119551251|XP_037716424.1|DSUP	LOC117571589|XP_034109696.1|DALB
OG0005045	LOC119550154|XP_037714593.1|DSUP	LOC117568279|XP_034104681.1|DALB
OG0005046	LOC119550605|XP_037715351.1|DSUP	LOC117572719|XP_034111672.1|DALB
OG0005047	LOC119554639|XP_037721563.1|DSUP	LOC117567398|XP_034103246.1|DALB
OG0005048	LOC119554824|XP_037721826.1|DSUP	LOC117567401|XP_034103251.1|DALB
OG0005049	LOC119552576|XP_037718130.1|DSUP	LOC117570205|XP_034107584.1|DALB
OG0005050	LOC119550437|XP_037715036.1|DSUP	LOC117571158|XP_034109057.1|DALB
OG0005051	LOC119555667|XP_037723202.1|DSUP	LOC117571553|XP_034109647.1|DALB
OG0005052	LOC119553529|XP_037719883.1|DSUP	LOC117567582|XP_034103554.1|DALB
OG0005053	LOC119546118|XP_037708137.1|DSUP	LOC117566062|XP_034101410.1|DALB
OG0005054	LOC119554268|XP_037721043.1|DSUP	LOC117572631|XP_034111481.1|DALB
OG0005055	LOC119558045|XP_037727121.1|DSUP	LOC117573975|XP_034113414.1|DALB
OG0005056	LOC119550140|XP_037714572.1|DSUP	LOC117571715|XP_034109905.1|DALB
OG0005057	LOC119553007|XP_037718958.1|DSUP	LOC117567432|XP_034103323.1|DALB
OG0005058	LOC119553279|XP_037719512.1|DSUP	LOC117572600|XP_034111404.1|DALB
OG0005059	LOC119549904|XP_037714144.1|DSUP	LOC117571639|XP_034109756.1|DALB
OG0005060	LOC119549231|XP_037713044.1|DSUP	LOC117571720|XP_034109912.1|DALB
OG0005061	LOC119548462|XP_037711658.1|DSUP	LOC117563366|XP_034097556.1|DALB
OG0005062	LOC119550836|XP_037715724.1|DSUP	LOC117572031|XP_034110473.1|DALB
OG0005063	LOC119561988|XP_037731308.1|DSUP	LOC117571888|XP_034110243.1|DALB
OG0005064	LOC119554095|XP_037720772.1|DSUP	LOC117566805|XP_034102244.1|DALB
OG0005065	LOC119549159|XP_037712874.1|DSUP	LOC117568813|XP_034105568.1|DALB
OG0005066	LOC119551472|XP_037716755.1|DSUP	LOC117569797|XP_034106997.1|DALB
OG0005067	LOC119551299|XP_037716507.1|DSUP	LOC117566672|XP_034102109.1|DALB
OG0005068	LOC119554748|XP_037721701.1|DSUP	LOC117570679|XP_034108369.1|DALB
OG0005069	LOC119549013|XP_037712582.1|DSUP	LOC117568640|XP_034105320.1|DALB
OG0005070	LOC119549044|XP_037712666.1|DSUP	LOC117569513|XP_034106592.1|DALB
OG0005071	LOC119552824|XP_037718605.1|DSUP	LOC117567590|XP_034103563.1|DALB
OG0005072	LOC119558122|XP_037727281.1|DSUP	LOC117574357|XP_034114119.1|DALB
OG0005073	LOC119551170|XP_037716296.1|DSUP	LOC117572756|XP_034111731.1|DALB
OG0005074	LOC119553302|XP_037719551.1|DSUP	LOC117569297|XP_034106296.1|DALB
OG0005075	LOC119550474|XP_037715091.1|DSUP	LOC117570517|XP_034108109.1|DALB
OG0005076	LOC119551515|XP_037716826.1|DSUP	LOC117572435|XP_034111154.1|DALB
OG0005078	LOC119553355|XP_037719625.1|DSUP	LOC117570699|XP_034108393.1|DALB
OG0005079	LOC119549097|XP_037712759.1|DSUP	LOC117570428|XP_034107973.1|DALB
OG0005080	LOC119552485|XP_037718012.1|DSUP	LOC117568242|XP_034104610.1|DALB
OG0005081	LOC119549133|XP_037712831.1|DSUP	LOC117566817|XP_034102269.1|DALB
OG0005082	LOC119555464|XP_037722797.1|DSUP	LOC117571930|XP_034110309.1|DALB
OG0005083	LOC119558409|XP_037727869.1|DSUP	LOC117568185|XP_034104532.1|DALB
OG0005084	LOC119555400|XP_037722679.1|DSUP	LOC117567978|XP_034104187.1|DALB
OG0005085	LOC119553526|XP_037719879.1|DSUP	LOC117572173|XP_034110714.1|DALB
OG0005086	LOC119549058|XP_037712690.1|DSUP	LOC117569893|XP_034107126.1|DALB
OG0005087	LOC119552760|XP_037718485.1|DSUP	LOC117567405|XP_034103255.1|DALB
OG0005088	LOC119550963|XP_037715921.1|DSUP	LOC117572434|XP_034111152.1|DALB
OG0005089	LOC119550961|XP_037715919.1|DSUP	LOC117572429|XP_034111145.1|DALB
OG0005090	LOC119549726|XP_037713895.1|DSUP	LOC117572274|XP_034110868.1|DALB
OG0005091	LOC119549931|XP_037714223.1|DSUP	LOC117572690|XP_034111625.1|DALB
OG0005092	LOC119555111|XP_037722262.1|DSUP	LOC117568154|XP_034104463.1|DALB
OG0005093	LOC119553325|XP_037719582.1|DSUP	LOC117567816|XP_034103942.1|DALB
OG0005094	LOC119552843|XP_037718634.1|DSUP	LOC117572006|XP_034110413.1|DALB
OG0005095	LOC119549007|XP_037712568.1|DSUP	LOC117569851|XP_034107074.1|DALB
OG0005096	LOC119545957|XP_037707848.1|DSUP	LOC117564106|XP_034098647.1|DALB
OG0005097	LOC119551600|XP_037716932.1|DSUP	LOC117570524|XP_034108117.1|DALB
OG0005098	LOC119550278|XP_037714792.1|DSUP	LOC117571474|XP_034109523.1|DALB
OG0005099	LOC119551853|XP_037717357.1|DSUP	LOC117570802|XP_034108549.1|DALB
OG0005100	LOC119551852|XP_037717356.1|DSUP	LOC117570801|XP_034108548.1|DALB
OG0005101	LOC119560181|XP_037729468.1|DSUP	LOC117575287|XP_034115322.1|DALB
OG0005102	LOC119549930|XP_037714200.1|DSUP	LOC117568278|XP_034104662.1|DALB
OG0005103	LOC119550748|XP_037715596.1|DSUP	LOC117571444|XP_034109479.1|DALB
OG0005104	LOC119547936|XP_037710911.1|DSUP	LOC117563447|XP_034097677.1|DALB
OG0005105	LOC119554969|XP_037722026.1|DSUP	LOC117572482|XP_034111222.1|DALB
OG0005106	LOC119552743|XP_037718436.1|DSUP	LOC117572593|XP_034111376.1|DALB
OG0005107	LOC119554671|XP_037721601.1|DSUP	LOC117567082|XP_034102727.1|DALB
OG0005108	LOC119551514|XP_037716825.1|DSUP	LOC117572441|XP_034111163.1|DALB
OG0005109	LOC119556347|XP_037724377.1|DSUP	LOC117565062|XP_034099938.1|DALB
OG0005110	LOC119555680|XP_037723231.1|DSUP	LOC117572582|XP_034111357.1|DALB
OG0005111	LOC119553752|XP_037720281.1|DSUP	LOC117567378|XP_034103212.1|DALB
OG0005112	LOC119552497|XP_037718028.1|DSUP	LOC117566955|XP_034102488.1|DALB
OG0005113	LOC119553754|XP_037720285.1|DSUP	LOC117567379|XP_034103214.1|DALB
OG0005114	LOC119554706|XP_037721638.1|DSUP	LOC117569881|XP_034107111.1|DALB
OG0005115	LOC119547748|XP_037710672.1|DSUP	LOC117564073|XP_034098589.1|DALB
OG0005116	LOC119552585|XP_037718147.1|DSUP	LOC117570381|XP_034107867.1|DALB
OG0005117	LOC119556022|XP_037723730.1|DSUP	LOC117564118|XP_034098670.1|DALB
OG0005118	LOC119546581|XP_037708915.1|DSUP	LOC117565897|XP_034101134.1|DALB
OG0005119	LOC119551717|XP_037717118.1|DSUP	LOC117570385|XP_034107873.1|DALB
OG0005120	LOC119553317|XP_037719573.1|DSUP	LOC117570347|XP_034107795.1|DALB
OG0005121	LOC119555083|XP_037722227.1|DSUP	LOC117570081|XP_034107412.1|DALB
OG0005122	LOC119554868|XP_037721878.1|DSUP	LOC117567441|XP_034103340.1|DALB
OG0005123	LOC119554922|XP_037721955.1|DSUP	LOC117572623|XP_034111470.1|DALB
OG0005124	LOC119552766|XP_037718499.1|DSUP	LOC117566359|XP_034101738.1|DALB
OG0005125	LOC119555670|XP_037723205.1|DSUP	LOC117567637|XP_034103633.1|DALB
OG0005126	LOC119553134|XP_037719254.1|DSUP	LOC117571505|XP_034109565.1|DALB
OG0005127	LOC119553947|XP_037720567.1|DSUP	LOC117569101|XP_034106010.1|DALB
OG0005128	LOC119550664|XP_037715438.1|DSUP	LOC117568669|XP_034105364.1|DALB
OG0005129	LOC119553412|XP_037719715.1|DSUP	LOC117570488|XP_034108070.1|DALB
OG0005130	LOC119554058|XP_037720728.1|DSUP	LOC117571813|XP_034110074.1|DALB
OG0005131	LOC119552916|XP_037718781.1|DSUP	LOC117571407|XP_034109435.1|DALB
OG0005132	LOC119552670|XP_037718307.1|DSUP	LOC117566852|XP_034102335.1|DALB
OG0005133	LOC119553370|XP_037719644.1|DSUP	LOC117570965|XP_034108798.1|DALB
OG0005134	LOC119554888|XP_037721906.1|DSUP	LOC117567570|XP_034103531.1|DALB
OG0005135	LOC119552908|XP_037718762.1|DSUP	LOC117567887|XP_034104049.1|DALB
OG0005136	LOC119553805|XP_037720351.1|DSUP	LOC117568250|XP_034104620.1|DALB
OG0005137	LOC119550494|XP_037715117.1|DSUP	LOC117576708|XP_034117614.1|DALB
OG0005138	LOC119554802|XP_037721780.1|DSUP	LOC117568783|XP_034105511.1|DALB
OG0005139	LOC119555623|XP_037723071.1|DSUP	LOC117570158|XP_034107515.1|DALB
OG0005140	LOC119548198|XP_037711255.1|DSUP	LOC117566127|XP_034101496.1|DALB
OG0005141	LOC119549235|XP_037713053.1|DSUP	LOC117572415|XP_034111088.1|DALB
OG0005142	LOC119554269|XP_037721048.1|DSUP	LOC117569408|XP_034106436.1|DALB
OG0005143	LOC119555665|XP_037723179.1|DSUP	LOC117572013|XP_034110425.1|DALB
OG0005144	LOC119553479|XP_037719816.1|DSUP	LOC117569335|XP_034106356.1|DALB
OG0005145	LOC119554009|XP_037720649.1|DSUP	LOC117569918|XP_034107154.1|DALB
OG0005146	LOC119552487|XP_037718013.1|DSUP	LOC117570476|XP_034108051.1|DALB
OG0005147	LOC119552489|XP_037718017.1|DSUP	LOC117570478|XP_034108054.1|DALB
OG0005148	LOC119553649|XP_037720062.1|DSUP	LOC117568453|XP_034105019.1|DALB
OG0005149	LOC119549397|XP_037713380.1|DSUP	LOC117570690|XP_034108383.1|DALB
OG0005150	LOC119552681|XP_037718327.1|DSUP	LOC117567935|XP_034104116.1|DALB
OG0005151	LOC119554033|XP_037720679.1|DSUP	LOC117567600|XP_034103578.1|DALB
OG0005152	LOC119554502|XP_037721363.1|DSUP	LOC117571620|XP_034109733.1|DALB
OG0005153	LOC119554485|XP_037721342.1|DSUP	LOC117571613|XP_034109724.1|DALB
OG0005154	LOC119552906|XP_037718760.1|DSUP	LOC117571611|XP_034109721.1|DALB
OG0005155	LOC119554893|XP_037721923.1|DSUP	LOC117570038|XP_034107353.1|DALB
OG0005156	LOC119560259|XP_037729552.1|DSUP	LOC117574076|XP_034113601.1|DALB
OG0005157	LOC119552151|XP_037717884.1|DSUP	LOC117568619|XP_034105289.1|DALB
OG0005158	LOC119554870|XP_037721881.1|DSUP	LOC117567830|XP_034103965.1|DALB
OG0005159	LOC119553837|XP_037720399.1|DSUP	LOC117569525|XP_034106615.1|DALB
OG0005160	LOC119554651|XP_037721580.1|DSUP	LOC117572038|XP_034110492.1|DALB
OG0005161	LOC119552084|XP_037717788.1|DSUP	LOC117570832|XP_034108595.1|DALB
OG0005162	LOC119558140|XP_037727300.1|DSUP	LOC117578223|XP_034119487.1|DALB
OG0005163	LOC119554044|XP_037720702.1|DSUP	LOC117566950|XP_034102473.1|DALB
OG0005164	LOC119552663|XP_037718297.1|DSUP	LOC117567856|XP_034104006.1|DALB
OG0005165	LOC119549186|XP_037712943.1|DSUP	LOC117572765|XP_034111741.1|DALB
OG0005166	LOC119560934|XP_037730597.1|DSUP	LOC117576049|XP_034116471.1|DALB
OG0005167	LOC119560318|XP_037729624.1|DSUP	LOC117576053|XP_034116476.1|DALB
OG0005168	LOC119553642|XP_037720048.1|DSUP	LOC117567486|XP_034103406.1|DALB
OG0005169	LOC119554330|XP_037721122.1|DSUP	LOC117572667|XP_034111563.1|DALB
OG0005170	LOC119553727|XP_037720242.1|DSUP	LOC117572664|XP_034111552.1|DALB
OG0005171	LOC119555115|XP_037722267.1|DSUP	LOC117572666|XP_034111562.1|DALB
OG0005172	LOC119550650|XP_037715417.1|DSUP	LOC117569529|XP_034106623.1|DALB
OG0005173	LOC119551203|XP_037716365.1|DSUP	LOC117571678|XP_034109810.1|DALB
OG0005174	LOC119551599|XP_037716929.1|DSUP	LOC117570310|XP_034107743.1|DALB
OG0005175	LOC119549037|XP_037712649.1|DSUP	LOC117570295|XP_034107707.1|DALB
OG0005176	LOC119551650|XP_037717013.1|DSUP	LOC117570227|XP_034107620.1|DALB
OG0005177	LOC119558634|XP_037727967.1|DSUP, LOC119550466|XP_037715082.1|DSUP	LOC117569878|XP_034107108.1|DALB
OG0005178	LOC119554924|XP_037721957.1|DSUP	LOC117567123|XP_034102821.1|DALB
OG0005179	LOC119555593|XP_037723012.1|DSUP	LOC117572019|XP_034110458.1|DALB
OG0005180	LOC119555183|XP_037722363.1|DSUP	LOC117572399|XP_034111070.1|DALB
OG0005181	LOC119555831|XP_037723385.1|DSUP	LOC117563453|XP_034097695.1|DALB
OG0005182	LOC119549450|XP_037713474.1|DSUP	LOC117567339|XP_034103151.1|DALB
OG0005183	LOC119552127|XP_037717844.1|DSUP	LOC117567629|XP_034103614.1|DALB
OG0005184	LOC119549461|XP_037713488.1|DSUP	LOC117567967|XP_034104167.1|DALB
OG0005185	LOC119550009|XP_037714360.1|DSUP	LOC117567702|XP_034103724.1|DALB
OG0005186	LOC119551696|XP_037717093.1|DSUP	LOC117566570|XP_034102003.1|DALB
OG0005187	LOC119551201|XP_037716331.1|DSUP	LOC117571680|XP_034109812.1|DALB
OG0005188	LOC119550411|XP_037714997.1|DSUP	LOC117572714|XP_034111668.1|DALB
OG0005189	LOC119556161|XP_037723993.1|DSUP	LOC117565514|XP_034100558.1|DALB
OG0005190	LOC119553499|XP_037719838.1|DSUP	LOC117571026|XP_034108876.1|DALB
OG0005191	LOC119545770|XP_037707545.1|DSUP	LOC117575886|XP_034116217.1|DALB, LOC117575887|XP_034116219.1|DALB
OG0005192	LOC119549162|XP_037712877.1|DSUP	LOC117567443|XP_034103342.1|DALB
OG0005193	LOC119552080|XP_037717784.1|DSUP	LOC117569385|XP_034106406.1|DALB
OG0005194	LOC119550806|XP_037715670.1|DSUP	LOC117570568|XP_034108191.1|DALB
OG0005195	LOC119549286|XP_037713163.1|DSUP	LOC117570377|XP_034107862.1|DALB
OG0005196	LOC119555180|XP_037722358.1|DSUP	LOC117567738|XP_034103814.1|DALB
OG0005197	LOC119551854|XP_037717359.1|DSUP	LOC117570831|XP_034108594.1|DALB
OG0005198	LOC119554279|XP_037721060.1|DSUP	LOC117569624|XP_034106752.1|DALB
OG0005199	LOC119550016|XP_037714367.1|DSUP	LOC117566911|XP_034102422.1|DALB
OG0005200	LOC119549917|XP_037714167.1|DSUP	LOC117566888|XP_034102391.1|DALB
OG0005201	LOC119551452|XP_037716726.1|DSUP	LOC117570433|XP_034107980.1|DALB
OG0005202	LOC119550785|XP_037715645.1|DSUP	LOC117571188|XP_034109116.1|DALB
OG0005203	LOC119550672|XP_037715454.1|DSUP	LOC117568615|XP_034105267.1|DALB
OG0005204	LOC119546655|XP_037709038.1|DSUP	LOC117564885|XP_034099724.1|DALB
OG0005205	LOC119547366|XP_037710113.1|DSUP	LOC117564344|XP_034098945.1|DALB
OG0005206	LOC119550826|XP_037715698.1|DSUP	LOC117569435|XP_034106488.1|DALB
OG0005207	LOC119552162|XP_037717910.1|DSUP	LOC117566378|XP_034101772.1|DALB
OG0005208	LOC119550870|XP_037715778.1|DSUP	LOC117569667|XP_034106804.1|DALB
OG0005209	LOC119545982|XP_037707889.1|DSUP	LOC117563291|XP_034097425.1|DALB
OG0005210	LOC119545981|XP_037707886.1|DSUP	LOC117563289|XP_034097422.1|DALB
OG0005211	LOC119553130|XP_037719251.1|DSUP	LOC117570602|XP_034108237.1|DALB
OG0005212	LOC119549697|XP_037713848.1|DSUP	LOC117570840|XP_034108611.1|DALB
OG0005213	LOC119557952|XP_037726915.1|DSUP	LOC117577994|XP_034118983.1|DALB
OG0005214	LOC119548581|XP_037711827.1|DSUP	LOC117565882|XP_034101112.1|DALB
OG0005215	LOC119547234|XP_037709933.1|DSUP	LOC117566013|XP_034101324.1|DALB
OG0005216	LOC119545974|XP_037707873.1|DSUP	LOC117563658|XP_034097964.1|DALB
OG0005217	LOC119548881|XP_037712440.1|DSUP	LOC117577417|XP_034118215.1|DALB
OG0005218	LOC119547199|XP_037709867.1|DSUP	LOC117564768|XP_034099556.1|DALB
OG0005219	LOC119550843|XP_037715738.1|DSUP	LOC117569889|XP_034107120.1|DALB
OG0005220	LOC119553359|XP_037719632.1|DSUP	LOC117569357|XP_034106381.1|DALB
OG0005221	LOC119548398|XP_037711554.1|DSUP	LOC117565713|XP_034100852.1|DALB
OG0005222	LOC119546342|XP_037708477.1|DSUP	LOC117565326|XP_034100255.1|DALB
OG0005223	LOC119546249|XP_037708330.1|DSUP	LOC117565150|XP_034100020.1|DALB
OG0005224	LOC119548602|XP_037711887.1|DSUP	LOC117563887|XP_034098336.1|DALB
OG0005226	LOC119545975|XP_037707874.1|DSUP	LOC117563382|XP_034097580.1|DALB
OG0005227	LOC119547108|XP_037709746.1|DSUP	LOC117565876|XP_034101107.1|DALB
OG0005228	LOC119548802|XP_037712307.1|DSUP	LOC117565873|XP_034101104.1|DALB
OG0005229	LOC119546919|XP_037709477.1|DSUP	LOC117566050|XP_034101392.1|DALB
OG0005230	LOC119546876|XP_037709411.1|DSUP	LOC117566183|XP_034101579.1|DALB
OG0005231	LOC119546731|XP_037709149.1|DSUP	LOC117565352|XP_034100301.1|DALB
OG0005232	LOC119546424|XP_037708619.1|DSUP	LOC117564756|XP_034099540.1|DALB
OG0005233	LOC119546964|XP_037709538.1|DSUP	LOC117564159|XP_034098717.1|DALB
OG0005234	LOC119547771|XP_037710711.1|DSUP	LOC117565136|XP_034099997.1|DALB
OG0005235	LOC119546616|XP_037708981.1|DSUP	LOC117563245|XP_034097347.1|DALB
OG0005236	LOC119547282|XP_037709993.1|DSUP	LOC117565588|XP_034100678.1|DALB
OG0005237	LOC119547281|XP_037709992.1|DSUP	LOC117564152|XP_034098709.1|DALB
OG0005238	LOC119547863|XP_037710823.1|DSUP	LOC117564153|XP_034098710.1|DALB
OG0005239	LOC119548763|XP_037712232.1|DSUP	LOC117566077|XP_034101446.1|DALB
OG0005240	LOC119548298|XP_037711393.1|DSUP	LOC117565241|XP_034100143.1|DALB
OG0005241	LOC119546846|XP_037709369.1|DSUP	LOC117563502|XP_034097765.1|DALB
OG0005243	LOC119546579|XP_037708911.1|DSUP	LOC117566203|XP_034101620.1|DALB
OG0005244	LOC119561028|XP_037730781.1|DSUP	LOC117574239|XP_034113843.1|DALB
OG0005245	LOC119559993|XP_037729187.1|DSUP	LOC117576878|XP_034117878.1|DALB
OG0005246	LOC119546947|XP_037709515.1|DSUP	LOC117563568|XP_034097841.1|DALB
OG0005247	LOC119549816|XP_037714022.1|DSUP	LOC117566918|XP_034102430.1|DALB
OG0005248	LOC119558293|XP_037727615.1|DSUP	LOC117571544|XP_034109631.1|DALB
OG0005249	LOC119563456|XP_037732787.1|DSUP	LOC117573323|XP_034112322.1|DALB
OG0005250	LOC119548789|XP_037712289.1|DSUP	LOC117577400|XP_034118198.1|DALB
OG0005251	LOC119546788|XP_037709273.1|DSUP	LOC117564481|XP_034099173.1|DALB
OG0005252	LOC119548683|XP_037712055.1|DSUP	LOC117565662|XP_034100775.1|DALB
OG0005253	LOC119546753|XP_037709211.1|DSUP	LOC117563782|XP_034098179.1|DALB
OG0005254	LOC119546862|XP_037709392.1|DSUP	LOC117563444|XP_034097672.1|DALB
OG0005255	LOC119548011|XP_037711008.1|DSUP	LOC117563443|XP_034097671.1|DALB
OG0005256	LOC119548872|XP_037712430.1|DSUP, LOC119562464|XP_037731577.1|DSUP	LOC117564112|XP_034098656.1|DALB
OG0005257	LOC119548013|XP_037711010.1|DSUP	LOC117565373|XP_034100332.1|DALB
OG0005258	LOC119547437|XP_037710226.1|DSUP	LOC117564546|XP_034099260.1|DALB
OG0005259	LOC119546502|XP_037708746.1|DSUP	LOC117563470|XP_034097716.1|DALB
OG0005260	LOC119546504|XP_037708749.1|DSUP	LOC117563472|XP_034097719.1|DALB
OG0005261	LOC119547448|XP_037710237.1|DSUP	LOC117566197|XP_034101605.1|DALB
OG0005262	LOC119547191|XP_037709855.1|DSUP	LOC117563741|XP_034098112.1|DALB
OG0005263	LOC119548282|XP_037711375.1|DSUP	LOC117563640|XP_034097940.1|DALB
OG0005264	LOC119563210|XP_037732434.1|DSUP	LOC117576183|XP_034116664.1|DALB
OG0005265	LOC119546970|XP_037709544.1|DSUP	LOC117564643|XP_034099394.1|DALB
OG0005266	LOC119546023|XP_037707964.1|DSUP	LOC117563492|XP_034097745.1|DALB
OG0005267	LOC119546883|XP_037709425.1|DSUP	LOC117563651|XP_034097952.1|DALB
OG0005268	LOC119547915|XP_037710881.1|DSUP	LOC117563650|XP_034097951.1|DALB
OG0005269	LOC119546969|XP_037709542.1|DSUP	LOC117563711|XP_034098049.1|DALB
OG0005270	LOC119547951|XP_037710928.1|DSUP	LOC117564628|XP_034099375.1|DALB
OG0005271	LOC119545927|XP_037707773.1|DSUP	LOC117578375|XP_034119696.1|DALB
OG0005272	LOC119548202|XP_037711260.1|DSUP	LOC117565603|XP_034100695.1|DALB
OG0005273	LOC119547379|XP_037710133.1|DSUP	LOC117563457|XP_034097701.1|DALB
OG0005274	LOC119547310|XP_037710036.1|DSUP	LOC117564140|XP_034098694.1|DALB
OG0005275	LOC119548677|XP_037712049.1|DSUP	LOC117564472|XP_034099161.1|DALB
OG0005276	LOC119547236|XP_037709943.1|DSUP	LOC117564747|XP_034099528.1|DALB
OG0005277	LOC119547232|XP_037709926.1|DSUP	LOC117566010|XP_034101322.1|DALB
OG0005278	LOC119550462|XP_037715075.1|DSUP	LOC117571250|XP_034109194.1|DALB
OG0005279	LOC119562378|XP_037731467.1|DSUP, LOC119562633|XP_037731790.1|DSUP	LOC117564397|XP_034099009.1|DALB
OG0005280	LOC119547201|XP_037709873.1|DSUP	LOC117565868|XP_034101096.1|DALB
OG0005281	LOC119546792|XP_037709282.1|DSUP	LOC117564898|XP_034099739.1|DALB
OG0005282	LOC119560049|XP_037729283.1|DSUP	LOC117573414|XP_034112510.1|DALB
OG0005283	LOC119552137|XP_037717861.1|DSUP	LOC117574169|XP_034113751.1|DALB
OG0005284	LOC119548808|XP_037712321.1|DSUP	LOC117566008|XP_034101320.1|DALB
OG0005285	LOC119547374|XP_037710125.1|DSUP	LOC117566007|XP_034101319.1|DALB
OG0005286	LOC119546377|XP_037708538.1|DSUP	LOC117565872|XP_034101099.1|DALB
OG0005287	LOC119546884|XP_037709426.1|DSUP	LOC117564668|XP_034099423.1|DALB
OG0005288	LOC119548722|XP_037712137.1|DSUP	LOC117564536|XP_034099249.1|DALB
OG0005289	LOC119558477|XP_037727918.1|DSUP	LOC117564482|XP_034099177.1|DALB
OG0005290	LOC119560991|XP_037730699.1|DSUP	LOC117574057|XP_034113564.1|DALB
OG0005293	LOC119547151|XP_037709798.1|DSUP	LOC117563508|XP_034097774.1|DALB
OG0005294	LOC119547509|XP_037710329.1|DSUP	LOC117563404|XP_034097628.1|DALB
OG0005296	LOC119561060|XP_037730824.1|DSUP	LOC117573775|XP_034113065.1|DALB
OG0005297	LOC119547662|XP_037710540.1|DSUP	LOC117565077|XP_034099918.1|DALB
OG0005298	LOC119547271|XP_037709981.1|DSUP	LOC117565411|XP_034100388.1|DALB
OG0005299	LOC119545636|XP_037707275.1|DSUP	LOC117575128|XP_034115122.1|DALB
OG0005300	LOC119557136|XP_037725647.1|DSUP	LOC117577769|XP_034118573.1|DALB
OG0005301	LOC119546260|XP_037708347.1|DSUP	LOC117565824|XP_034101019.1|DALB
OG0005302	LOC119549168|XP_037712891.1|DSUP	LOC117568254|XP_034104627.1|DALB
OG0005303	LOC119546615|XP_037708980.1|DSUP	LOC117564719|XP_034099493.1|DALB
OG0005304	LOC119546313|XP_037708440.1|DSUP	LOC117564249|XP_034098844.1|DALB
OG0005305	LOC119550461|XP_037715073.1|DSUP	LOC117568068|XP_034104319.1|DALB
OG0005306	LOC119548315|XP_037711423.1|DSUP	LOC117564450|XP_034099118.1|DALB
OG0005307	LOC119547043|XP_037709647.1|DSUP	LOC117564212|XP_034098787.1|DALB
OG0005308	LOC119547095|XP_037709724.1|DSUP	LOC117564108|XP_034098649.1|DALB
OG0005309	LOC119547430|XP_037710217.1|DSUP	LOC117578378|XP_034119702.1|DALB
OG0005310	LOC119546536|XP_037708807.1|DSUP	LOC117564442|XP_034099072.1|DALB
OG0005311	LOC119546849|XP_037709374.1|DSUP	LOC117564005|XP_034098487.1|DALB
OG0005312	LOC119546559|XP_037708852.1|DSUP	LOC117563321|XP_034097472.1|DALB
OG0005313	LOC119548032|XP_037711034.1|DSUP	LOC117563310|XP_034097449.1|DALB
OG0005314	LOC119546588|XP_037708930.1|DSUP	LOC117564602|XP_034099349.1|DALB
OG0005315	LOC119547168|XP_037709823.1|DSUP	LOC117563475|XP_034097723.1|DALB
