Orthogroup	DSUP.longest_only	CPIP.longest_only
OG0004682	LOC119547428|XP_037710215.1|DSUP	LOC120423841|XP_039443723.1|CPIP
OG0004683	LOC119558427|XP_037727909.1|DSUP	LOC120423826|XP_039443689.1|CPIP
OG0004684	LOC119560961|XP_037730640.1|DSUP	LOC120426227|XP_039446897.1|CPIP
OG0004685	LOC119547568|XP_037710400.1|DSUP	LOC120431668|XP_039452711.1|CPIP
OG0004686	LOC119545824|XP_037707650.1|DSUP	LOC120418742|XP_039437152.1|CPIP
OG0004687	LOC119563182|XP_037732381.1|DSUP	LOC120417201|XP_039435101.1|CPIP
OG0004689	LOC119545809|XP_037707620.1|DSUP	LOC120417191|XP_039435092.1|CPIP
OG0004690	LOC119559760|XP_037728759.1|DSUP	LOC120420743|XP_039439770.1|CPIP
OG0004691	LOC119546826|XP_037709349.1|DSUP	LOC120420766|XP_039439806.1|CPIP
OG0004692	LOC119563170|XP_037732364.1|DSUP	LOC120420781|XP_039439828.1|CPIP
OG0004693	LOC119563169|XP_037732362.1|DSUP	LOC120420745|XP_039439775.1|CPIP
OG0004694	LOC119561018|XP_037730773.1|DSUP	LOC120425563|XP_039446061.1|CPIP, LOC120423722|XP_039443559.1|CPIP
OG0004695	LOC119545978|XP_037707887.1|DSUP	LOC120428741|XP_039449751.1|CPIP
OG0004696	LOC119551823|XP_037717317.1|DSUP	LOC120427185|XP_039447983.1|CPIP
OG0004697	LOC119557566|XP_037726278.1|DSUP	LOC120430501|XP_039451532.1|CPIP
OG0004698	LOC119557478|XP_037726174.1|DSUP	LOC120421821|XP_039441033.1|CPIP
OG0004699	LOC119563126|XP_037732302.1|DSUP	LOC120422152|XP_039441459.1|CPIP
OG0004700	LOC119560333|XP_037729651.1|DSUP	LOC120416607|XP_039434342.1|CPIP
OG0004701	LOC119560615|XP_037730080.1|DSUP	LOC120415975|XP_039433563.1|CPIP
OG0004702	LOC119545751|XP_037707513.1|DSUP	LOC120429000|XP_039450074.1|CPIP
OG0004703	LOC119563406|XP_037732700.1|DSUP	LOC120428668|XP_039449652.1|CPIP
OG0004704	LOC119549605|XP_037713700.1|DSUP	LOC120428661|XP_039449642.1|CPIP, LOC120427073|XP_039447845.1|CPIP
OG0004705	LOC119560815|XP_037730387.1|DSUP	LOC120427079|XP_039447855.1|CPIP
OG0004706	LOC119552557|XP_037718104.1|DSUP	LOC120431454|XP_039452504.1|CPIP
OG0004707	LOC119546445|XP_037708647.1|DSUP	LOC120424033|XP_039443990.1|CPIP
OG0004708	LOC119560522|XP_037729925.1|DSUP	LOC120424034|XP_039443991.1|CPIP
OG0004709	LOC119560710|XP_037730246.1|DSUP	LOC120426007|XP_039446608.1|CPIP
OG0004710	LOC119549294|XP_037713184.1|DSUP	LOC120426006|XP_039446605.1|CPIP
OG0004711	LOC119551936|XP_037717528.1|DSUP	LOC120422583|XP_039442005.1|CPIP
OG0004712	LOC119559863|XP_037728898.1|DSUP	LOC120422565|XP_039441985.1|CPIP
OG0004713	LOC119563442|XP_037732765.1|DSUP	LOC120431802|XP_039452858.1|CPIP
OG0004714	LOC119562870|XP_037731911.1|DSUP	LOC120431729|XP_039452791.1|CPIP
OG0004715	LOC119548182|XP_037711225.1|DSUP	LOC120430219|XP_039451231.1|CPIP
OG0004716	LOC119548449|XP_037711644.1|DSUP	LOC120425736|XP_039446274.1|CPIP
OG0004717	LOC119557636|XP_037726398.1|DSUP	LOC120418347|XP_039436632.1|CPIP
OG0004718	LOC119547202|XP_037709874.1|DSUP	LOC120418330|XP_039436598.1|CPIP
OG0004719	LOC119548263|XP_037711339.1|DSUP	LOC120427265|XP_039448060.1|CPIP
OG0004720	LOC119549221|XP_037713032.1|DSUP	LOC120427677|XP_039448492.1|CPIP
OG0004721	LOC119563173|XP_037732368.1|DSUP	LOC120418332|XP_039436601.1|CPIP
OG0004722	LOC119563068|XP_037732211.1|DSUP	LOC120418323|XP_039436588.1|CPIP
OG0004723	LOC119556324|XP_037724340.1|DSUP	LOC120428289|XP_039449218.1|CPIP
OG0004724	LOC119560870|XP_037730470.1|DSUP	LOC120418368|XP_039436661.1|CPIP
OG0004725	LOC119545728|XP_037707475.1|DSUP	LOC120418369|XP_039436664.1|CPIP
OG0004726	LOC119557542|XP_037726247.1|DSUP	LOC120418386|XP_039436694.1|CPIP
OG0004727	LOC119558965|XP_037728072.1|DSUP	LOC120426000|XP_039446593.1|CPIP
OG0004728	LOC119560663|XP_037730160.1|DSUP	LOC120426246|XP_039446918.1|CPIP
OG0004729	LOC119558024|XP_037727079.1|DSUP	LOC120431093|XP_039452185.1|CPIP
OG0004730	LOC119546656|XP_037709039.1|DSUP	LOC120431092|XP_039452183.1|CPIP, LOC120430924|XP_039451979.1|CPIP
OG0004731	LOC119560240|XP_037729531.1|DSUP	LOC120427158|XP_039447951.1|CPIP
OG0004732	LOC119559843|XP_037728868.1|DSUP	LOC120427902|XP_039448776.1|CPIP
OG0004733	LOC119559822|XP_037728844.1|DSUP	LOC120427892|XP_039448760.1|CPIP
OG0004734	LOC119559883|XP_037728948.1|DSUP	LOC120427896|XP_039448765.1|CPIP
OG0004735	LOC119545828|XP_037707654.1|DSUP	LOC120416050|XP_039433648.1|CPIP
OG0004736	LOC119545711|XP_037707438.1|DSUP	LOC120414262|XP_039431306.1|CPIP
OG0004737	LOC119560792|XP_037730349.1|DSUP	LOC120424265|XP_039444261.1|CPIP
OG0004738	LOC119560006|XP_037729208.1|DSUP	LOC120424237|XP_039444234.1|CPIP
OG0004739	LOC119561787|XP_037731197.1|DSUP	LOC120424264|XP_039444260.1|CPIP
OG0004740	LOC119551923|XP_037717485.1|DSUP	LOC120428911|XP_039449987.1|CPIP
OG0004741	LOC119561086|XP_037730885.1|DSUP	LOC120428910|XP_039449986.1|CPIP
OG0004742	LOC119552740|XP_037718478.1|DSUP	LOC120425700|XP_039446222.1|CPIP
OG0004744	LOC119546578|XP_037708908.1|DSUP	LOC120423421|XP_039443158.1|CPIP
OG0004745	LOC119559811|XP_037728824.1|DSUP	LOC120428366|XP_039449302.1|CPIP
OG0004746	LOC119553449|XP_037719781.1|DSUP	LOC120429644|XP_039450604.1|CPIP
OG0004747	LOC119553464|XP_037719798.1|DSUP	LOC120432113|XP_039453182.1|CPIP
OG0004748	LOC119548583|XP_037711834.1|DSUP	LOC120427858|XP_039448710.1|CPIP
OG0004749	LOC119551204|XP_037716369.1|DSUP	LOC120414297|XP_039431366.1|CPIP
OG0004750	LOC119560355|XP_037729687.1|DSUP	LOC120426701|XP_039447415.1|CPIP
OG0004751	LOC119555657|XP_037723169.1|DSUP	LOC120426693|XP_039447404.1|CPIP
OG0004752	LOC119559814|XP_037728833.1|DSUP	LOC120426689|XP_039447399.1|CPIP
OG0004753	LOC119563497|XP_037732865.1|DSUP	LOC120426694|XP_039447405.1|CPIP
OG0004754	LOC119551392|XP_037716650.1|DSUP	LOC120426686|XP_039447396.1|CPIP
OG0004755	LOC119547839|XP_037710800.1|DSUP	LOC120426692|XP_039447402.1|CPIP
OG0004756	LOC119547822|XP_037710776.1|DSUP	LOC120426691|XP_039447401.1|CPIP
OG0004757	LOC119563361|XP_037732640.1|DSUP	LOC120430172|XP_039451186.1|CPIP
OG0004758	LOC119560206|XP_037729497.1|DSUP	LOC120427254|XP_039448045.1|CPIP
OG0004759	LOC119560979|XP_037730681.1|DSUP	LOC120427256|XP_039448049.1|CPIP
OG0004760	LOC119559798|XP_037728809.1|DSUP	LOC120427250|XP_039448040.1|CPIP
OG0004761	LOC119563335|XP_037732608.1|DSUP, LOC119559283|XP_037728284.1|DSUP	LOC120428725|XP_039449733.1|CPIP
OG0004762	LOC119547119|XP_037709757.1|DSUP	LOC120421015|XP_039440071.1|CPIP
OG0004763	LOC119560967|XP_037730658.1|DSUP	LOC120421032|XP_039440103.1|CPIP
OG0004766	LOC119563267|XP_037732514.1|DSUP	LOC120425415|XP_039445878.1|CPIP
OG0004767	LOC119559758|XP_037728757.1|DSUP	LOC120421189|XP_039440327.1|CPIP
OG0004768	LOC119560833|XP_037730408.1|DSUP	LOC120425737|XP_039446276.1|CPIP
OG0004769	LOC119547826|XP_037710777.1|DSUP	LOC120423967|XP_039443893.1|CPIP
OG0004770	LOC119553282|XP_037719524.1|DSUP	LOC120423968|XP_039443894.1|CPIP
OG0004771	LOC119545754|XP_037707524.1|DSUP	LOC120423969|XP_039443895.1|CPIP
OG0004773	LOC119559554|XP_037728520.1|DSUP	LOC120425157|XP_039445521.1|CPIP
OG0004774	LOC119559570|XP_037728522.1|DSUP	LOC120426221|XP_039446874.1|CPIP
OG0004775	LOC119561025|XP_037730778.1|DSUP	LOC120426214|XP_039446856.1|CPIP
OG0004776	LOC119552143|XP_037717867.1|DSUP	LOC120426225|XP_039446893.1|CPIP
OG0004777	LOC119560778|XP_037730331.1|DSUP	LOC120427414|XP_039448214.1|CPIP
OG0004779	LOC119559738|XP_037728725.1|DSUP	LOC120427881|XP_039448748.1|CPIP
OG0004780	LOC119546988|XP_037709571.1|DSUP	LOC120427882|XP_039448752.1|CPIP
OG0004781	LOC119560003|XP_037729205.1|DSUP	LOC120421100|XP_039440178.1|CPIP
OG0004782	LOC119549188|XP_037712948.1|DSUP	LOC120416981|XP_039434841.1|CPIP
OG0004783	LOC119557886|XP_037726816.1|DSUP	LOC120416371|XP_039434041.1|CPIP
OG0004784	LOC119560364|XP_037729697.1|DSUP	LOC120432089|XP_039453161.1|CPIP, LOC120428963|XP_039450036.1|CPIP
OG0004785	LOC119560468|XP_037729855.1|DSUP	LOC120430146|XP_039451165.1|CPIP, LOC120430515|XP_039451549.1|CPIP
OG0004786	LOC119560113|XP_037729390.1|DSUP	LOC120429549|XP_039450540.1|CPIP
OG0004787	LOC119560942|XP_037730608.1|DSUP	LOC120428858|XP_039449915.1|CPIP
OG0004788	LOC119560913|XP_037730542.1|DSUP	LOC120428851|XP_039449908.1|CPIP
OG0004789	LOC119560738|XP_037730280.1|DSUP	LOC120428855|XP_039449914.1|CPIP
OG0004790	LOC119553583|XP_037719963.1|DSUP	LOC120425991|XP_039446583.1|CPIP
OG0004791	LOC119554145|XP_037720853.1|DSUP	LOC120425983|XP_039446571.1|CPIP
OG0004792	LOC119560873|XP_037730475.1|DSUP	LOC120432022|XP_039453091.1|CPIP
OG0004793	LOC119545661|XP_037707315.1|DSUP	LOC120431080|XP_039452166.1|CPIP
OG0004794	LOC119559850|XP_037728883.1|DSUP	LOC120424782|XP_039444918.1|CPIP
OG0004795	LOC119546728|XP_037709150.1|DSUP	LOC120430266|XP_039451285.1|CPIP
OG0004796	LOC119559987|XP_037729174.1|DSUP	LOC120422563|XP_039441982.1|CPIP
OG0004797	LOC119560031|XP_037729256.1|DSUP	LOC120422572|XP_039441991.1|CPIP
OG0004798	LOC119555817|XP_037723366.1|DSUP	LOC120422547|XP_039441948.1|CPIP
OG0004799	LOC119560469|XP_037729856.1|DSUP	LOC120429164|XP_039450305.1|CPIP
OG0004800	LOC119560783|XP_037730337.1|DSUP	LOC120431672|XP_039452723.1|CPIP
OG0004801	LOC119547257|XP_037709968.1|DSUP	LOC120424623|XP_039444722.1|CPIP, LOC120424681|XP_039444791.1|CPIP
OG0004802	LOC119559772|XP_037728780.1|DSUP	LOC120432513|XP_039453665.1|CPIP
OG0004803	LOC119563538|XP_037732952.1|DSUP	LOC120430175|XP_039451190.1|CPIP
OG0004804	LOC119560834|XP_037730413.1|DSUP	LOC120430351|XP_039451384.1|CPIP
OG0004805	LOC119545713|XP_037707443.1|DSUP	LOC120429669|XP_039450631.1|CPIP
OG0004806	LOC119556209|XP_037724097.1|DSUP	LOC120421029|XP_039440098.1|CPIP
OG0004807	LOC119563253|XP_037732495.1|DSUP	LOC120421778|XP_039440981.1|CPIP
OG0004808	LOC119560463|XP_037729851.1|DSUP	LOC120427176|XP_039447970.1|CPIP
OG0004809	LOC119563354|XP_037732632.1|DSUP	LOC120423824|XP_039443687.1|CPIP
OG0004810	LOC119552796|XP_037718560.1|DSUP	LOC120423823|XP_039443685.1|CPIP
OG0004811	LOC119552858|XP_037718666.1|DSUP	LOC120423814|XP_039443668.1|CPIP
OG0004812	LOC119562904|XP_037731972.1|DSUP	LOC120423831|XP_039443708.1|CPIP
OG0004814	LOC119559888|XP_037728954.1|DSUP	LOC120431858|XP_039452926.1|CPIP
OG0004815	LOC119555962|XP_037723609.1|DSUP	LOC120417103|XP_039435014.1|CPIP
OG0004816	LOC119558102|XP_037727243.1|DSUP	LOC120417091|XP_039435004.1|CPIP
OG0004817	LOC119558101|XP_037727242.1|DSUP	LOC120417102|XP_039435013.1|CPIP
OG0004818	LOC119560498|XP_037729897.1|DSUP	LOC120425061|XP_039445368.1|CPIP
OG0004819	LOC119554275|XP_037721058.1|DSUP	LOC120425047|XP_039445352.1|CPIP
OG0004820	LOC119560591|XP_037730044.1|DSUP	LOC120425046|XP_039445350.1|CPIP
OG0004821	LOC119545721|XP_037707468.1|DSUP	LOC120425074|XP_039445400.1|CPIP
OG0004822	LOC119549314|XP_037713220.1|DSUP	LOC120425077|XP_039445402.1|CPIP
OG0004823	LOC119560528|XP_037729935.1|DSUP	LOC120425043|XP_039445347.1|CPIP
OG0004824	LOC119560529|XP_037729945.1|DSUP	LOC120425068|XP_039445375.1|CPIP
OG0004825	LOC119562574|XP_037731750.1|DSUP	LOC120422122|XP_039441426.1|CPIP
OG0004826	LOC119561039|XP_037730795.1|DSUP	LOC120420777|XP_039439822.1|CPIP
OG0004827	LOC119560444|XP_037729818.1|DSUP	LOC120420774|XP_039439817.1|CPIP
OG0004828	LOC119555463|XP_037722800.1|DSUP	LOC120420787|XP_039439833.1|CPIP
OG0004829	LOC119560684|XP_037730190.1|DSUP	LOC120414267|XP_039431321.1|CPIP
OG0004830	LOC119561051|XP_037730811.1|DSUP	LOC120423345|XP_039443048.1|CPIP
OG0004831	LOC119552882|XP_037718713.1|DSUP	LOC120418350|XP_039436637.1|CPIP
OG0004832	LOC119560860|XP_037730456.1|DSUP	LOC120432052|XP_039453119.1|CPIP
OG0004833	LOC119560701|XP_037730216.1|DSUP	LOC120423570|XP_039443362.1|CPIP
OG0004834	LOC119551220|XP_037716388.1|DSUP	LOC120431739|XP_039452800.1|CPIP
OG0004835	LOC119563357|XP_037732634.1|DSUP	LOC120432094|XP_039453167.1|CPIP
OG0004840	LOC119553067|XP_037719124.1|DSUP	LOC120427402|XP_039448197.1|CPIP
OG0004841	LOC119548371|XP_037711517.1|DSUP	LOC120425412|XP_039445876.1|CPIP, LOC120425676|XP_039446193.1|CPIP
OG0004842	LOC119563404|XP_037732698.1|DSUP	LOC120425431|XP_039445894.1|CPIP
OG0004843	LOC119545781|XP_037707578.1|DSUP	LOC120422579|XP_039442002.1|CPIP
OG0004844	LOC119559341|XP_037728317.1|DSUP, LOC119548206|XP_037711268.1|DSUP	LOC120425367|XP_039445809.1|CPIP
OG0004845	LOC119559806|XP_037728817.1|DSUP	LOC120425365|XP_039445805.1|CPIP
OG0004846	LOC119546072|XP_037708075.1|DSUP	LOC120425579|XP_039446086.1|CPIP
OG0004847	LOC119546070|XP_037708069.1|DSUP	LOC120418366|XP_039436660.1|CPIP
OG0004848	LOC119553563|XP_037719940.1|DSUP	LOC120430437|XP_039451482.1|CPIP
OG0004850	LOC119561072|XP_037730850.1|DSUP	LOC120427728|XP_039448565.1|CPIP
OG0004851	LOC119560163|XP_037729449.1|DSUP	LOC120427726|XP_039448564.1|CPIP
OG0004852	LOC119560030|XP_037729253.1|DSUP	LOC120427724|XP_039448561.1|CPIP
OG0004853	LOC119551303|XP_037716526.1|DSUP	LOC120430973|XP_039452039.1|CPIP
OG0004854	LOC119555330|XP_037722589.1|DSUP	LOC120427609|XP_039448421.1|CPIP
OG0004855	LOC119553132|XP_037719253.1|DSUP	LOC120427617|XP_039448431.1|CPIP
OG0004856	LOC119555368|XP_037722634.1|DSUP	LOC120423014|XP_039442579.1|CPIP
OG0004857	LOC119553770|XP_037720304.1|DSUP	LOC120425687|XP_039446204.1|CPIP
OG0004858	LOC119553632|XP_037720031.1|DSUP	LOC120423000|XP_039442554.1|CPIP
OG0004859	LOC119554425|XP_037721246.1|DSUP	LOC120423002|XP_039442558.1|CPIP
OG0004860	LOC119554579|XP_037721487.1|DSUP	LOC120422997|XP_039442550.1|CPIP
OG0004861	LOC119554106|XP_037720784.1|DSUP	LOC120422995|XP_039442539.1|CPIP
OG0004862	LOC119555611|XP_037723037.1|DSUP	LOC120417814|XP_039435951.1|CPIP, LOC120424416|XP_039444461.1|CPIP
OG0004863	LOC119552891|XP_037718732.1|DSUP	LOC120421759|XP_039440965.1|CPIP, LOC120421734|XP_039440929.1|CPIP
OG0004864	LOC119554251|XP_037721017.1|DSUP	LOC120421750|XP_039440958.1|CPIP
OG0004865	LOC119562981|XP_037732087.1|DSUP	LOC120421752|XP_039440959.1|CPIP
OG0004866	LOC119553756|XP_037720288.1|DSUP	LOC120421740|XP_039440935.1|CPIP
OG0004867	LOC119551979|XP_037717622.1|DSUP	LOC120416821|XP_039434642.1|CPIP
OG0004868	LOC119559432|XP_037728459.1|DSUP	LOC120421749|XP_039440956.1|CPIP
OG0004869	LOC119551631|XP_037716983.1|DSUP	LOC120425223|XP_039445588.1|CPIP, LOC120422861|XP_039442344.1|CPIP
OG0004870	LOC119551415|XP_037716683.1|DSUP	LOC120422873|XP_039442354.1|CPIP
OG0004871	LOC119550933|XP_037715885.1|DSUP	LOC120422839|XP_039442314.1|CPIP
OG0004872	LOC119551457|XP_037716733.1|DSUP	LOC120417412|XP_039435388.1|CPIP
OG0004873	LOC119546539|XP_037708809.1|DSUP	LOC120424174|XP_039444160.1|CPIP
OG0004874	LOC119557152|XP_037725674.1|DSUP	LOC120424203|XP_039444196.1|CPIP
OG0004875	LOC119557830|XP_037726717.1|DSUP	LOC120424167|XP_039444151.1|CPIP
OG0004876	LOC119558352|XP_037727779.1|DSUP	LOC120424182|XP_039444171.1|CPIP
OG0004877	LOC119554874|XP_037721887.1|DSUP	LOC120429772|XP_039450763.1|CPIP
OG0004878	LOC119551561|XP_037716887.1|DSUP	LOC120417821|XP_039435968.1|CPIP
OG0004879	LOC119551902|XP_037717444.1|DSUP	LOC120417831|XP_039435981.1|CPIP
OG0004880	LOC119553969|XP_037720601.1|DSUP	LOC120417822|XP_039435970.1|CPIP
OG0004881	LOC119553218|XP_037719404.1|DSUP	LOC120417810|XP_039435943.1|CPIP
OG0004882	LOC119554460|XP_037721299.1|DSUP	LOC120417799|XP_039435931.1|CPIP
OG0004883	LOC119552483|XP_037718010.1|DSUP	LOC120417828|XP_039435978.1|CPIP
OG0004884	LOC119552054|XP_037717730.1|DSUP	LOC120424430|XP_039444484.1|CPIP
OG0004885	LOC119551291|XP_037716497.1|DSUP	LOC120422844|XP_039442322.1|CPIP
OG0004886	LOC119550862|XP_037715767.1|DSUP	LOC120422848|XP_039442327.1|CPIP
OG0004887	LOC119551837|XP_037717335.1|DSUP	LOC120422887|XP_039442382.1|CPIP
OG0004888	LOC119552077|XP_037717780.1|DSUP	LOC120422888|XP_039442383.1|CPIP
OG0004889	LOC119550414|XP_037715003.1|DSUP	LOC120427439|XP_039448236.1|CPIP
OG0004890	LOC119550017|XP_037714369.1|DSUP	LOC120427506|XP_039448300.1|CPIP
OG0004891	LOC119557851|XP_037726765.1|DSUP	LOC120427064|XP_039447839.1|CPIP
OG0004892	LOC119550989|XP_037715955.1|DSUP	LOC120419740|XP_039438476.1|CPIP, LOC120427540|XP_039448346.1|CPIP
OG0004893	LOC119550998|XP_037715975.1|DSUP	LOC120419741|XP_039438477.1|CPIP
OG0004894	LOC119551557|XP_037716880.1|DSUP	LOC120419758|XP_039438515.1|CPIP
OG0004895	LOC119549835|XP_037714042.1|DSUP	LOC120419513|XP_039438147.1|CPIP
OG0004896	LOC119549906|XP_037714148.1|DSUP	LOC120419502|XP_039438134.1|CPIP
OG0004897	LOC119550519|XP_037715156.1|DSUP	LOC120419488|XP_039438109.1|CPIP
OG0004898	LOC119550405|XP_037714991.1|DSUP	LOC120429766|XP_039450751.1|CPIP
OG0004899	LOC119550960|XP_037715916.1|DSUP	LOC120417817|XP_039435956.1|CPIP
OG0004900	LOC119550515|XP_037715151.1|DSUP	LOC120430254|XP_039451273.1|CPIP, LOC120419727|XP_039438456.1|CPIP
OG0004901	LOC119551648|XP_037717010.1|DSUP	LOC120419760|XP_039438521.1|CPIP
OG0004902	LOC119552998|XP_037718945.1|DSUP	LOC120419747|XP_039438485.1|CPIP
OG0004903	LOC119549139|XP_037712840.1|DSUP	LOC120419501|XP_039438131.1|CPIP
OG0004904	LOC119552153|XP_037717890.1|DSUP	LOC120426376|XP_039447069.1|CPIP, LOC120423499|XP_039443274.1|CPIP
OG0004905	LOC119550135|XP_037714562.1|DSUP	LOC120423497|XP_039443271.1|CPIP
OG0004906	LOC119553208|XP_037719390.1|DSUP	LOC120426768|XP_039447479.1|CPIP
OG0004907	LOC119554862|XP_037721872.1|DSUP	LOC120417418|XP_039435395.1|CPIP
OG0004908	LOC119553831|XP_037720392.1|DSUP	LOC120423174|XP_039442795.1|CPIP
OG0004909	LOC119552735|XP_037718422.1|DSUP	LOC120416585|XP_039434255.1|CPIP
OG0004910	LOC119552734|XP_037718421.1|DSUP	LOC120416538|XP_039434192.1|CPIP
OG0004911	LOC119553697|XP_037720181.1|DSUP	LOC120416552|XP_039434217.1|CPIP
OG0004912	LOC119553209|XP_037719394.1|DSUP	LOC120426924|XP_039447665.1|CPIP
OG0004913	LOC119550006|XP_037714356.1|DSUP	LOC120422648|XP_039442087.1|CPIP
OG0004914	LOC119551607|XP_037716942.1|DSUP	LOC120422631|XP_039442063.1|CPIP
OG0004915	LOC119550719|XP_037715541.1|DSUP	LOC120422646|XP_039442083.1|CPIP
OG0004916	LOC119551187|XP_037716317.1|DSUP	LOC120422641|XP_039442075.1|CPIP
OG0004917	LOC119552504|XP_037718042.1|DSUP	LOC120422643|XP_039442079.1|CPIP
OG0004918	LOC119552503|XP_037718039.1|DSUP	LOC120422640|XP_039442072.1|CPIP
OG0004919	LOC119549595|XP_037713686.1|DSUP	LOC120422650|XP_039442089.1|CPIP, LOC120431519|XP_039452550.1|CPIP
OG0004920	LOC119553543|XP_037719910.1|DSUP	LOC120431636|XP_039452679.1|CPIP
OG0004921	LOC119552686|XP_037718334.1|DSUP	LOC120431634|XP_039452676.1|CPIP
OG0004922	LOC119555425|XP_037722719.1|DSUP	LOC120418866|XP_039437334.1|CPIP
OG0004923	LOC119552989|XP_037718936.1|DSUP	LOC120424806|XP_039444954.1|CPIP
OG0004924	LOC119554876|XP_037721890.1|DSUP	LOC120427564|XP_039448372.1|CPIP
OG0004925	LOC119554829|XP_037721830.1|DSUP	LOC120412891|XP_039429455.1|CPIP, LOC120431903|XP_039452968.1|CPIP
OG0004926	LOC119555033|XP_037722108.1|DSUP	LOC120412884|XP_039429446.1|CPIP
OG0004927	LOC119552592|XP_037718168.1|DSUP	LOC120412863|XP_039429418.1|CPIP
OG0004928	LOC119551934|XP_037717513.1|DSUP	LOC120429044|XP_039450117.1|CPIP, LOC120422915|XP_039442419.1|CPIP
OG0004929	LOC119552700|XP_037718364.1|DSUP	LOC120426037|XP_039446650.1|CPIP
OG0004930	LOC119549195|XP_037712952.1|DSUP	LOC120427565|XP_039448373.1|CPIP
OG0004931	LOC119551209|XP_037716371.1|DSUP	LOC120425596|XP_039446112.1|CPIP
OG0004932	LOC119552672|XP_037718309.1|DSUP	LOC120425587|XP_039446099.1|CPIP
OG0004933	LOC119551700|XP_037717096.1|DSUP	LOC120425591|XP_039446106.1|CPIP
OG0004934	LOC119551835|XP_037717333.1|DSUP	LOC120425588|XP_039446101.1|CPIP
OG0004935	LOC119551938|XP_037717526.1|DSUP	LOC120417422|XP_039435400.1|CPIP
OG0004936	LOC119553675|XP_037720146.1|DSUP	LOC120426884|XP_039447623.1|CPIP
OG0004937	LOC119553268|XP_037719487.1|DSUP	LOC120427105|XP_039447892.1|CPIP
OG0004938	LOC119553080|XP_037719155.1|DSUP	LOC120417765|XP_039435860.1|CPIP, LOC120427032|XP_039447792.1|CPIP
OG0004939	LOC119552820|XP_037718600.1|DSUP	LOC120427495|XP_039448288.1|CPIP
OG0004940	LOC119552817|XP_037718592.1|DSUP	LOC120426842|XP_039447566.1|CPIP
OG0004941	LOC119554846|XP_037721850.1|DSUP	LOC120428979|XP_039450047.1|CPIP
OG0004942	LOC119555658|XP_037723167.1|DSUP	LOC120428978|XP_039450045.1|CPIP
OG0004943	LOC119553064|XP_037719118.1|DSUP	LOC120428981|XP_039450054.1|CPIP
OG0004944	LOC119555191|XP_037722376.1|DSUP	LOC120424382|XP_039444415.1|CPIP
OG0004945	LOC119551345|XP_037716589.1|DSUP	LOC120432598|XP_039453771.1|CPIP
OG0004946	LOC119553467|XP_037719797.1|DSUP	LOC120426825|XP_039447549.1|CPIP
OG0004947	LOC119554171|XP_037720889.1|DSUP	LOC120426907|XP_039447650.1|CPIP
OG0004948	LOC119553893|XP_037720488.1|DSUP	LOC120422890|XP_039442388.1|CPIP
OG0004949	LOC119555514|XP_037722862.1|DSUP	LOC120422851|XP_039442331.1|CPIP
OG0004950	LOC119554775|XP_037721746.1|DSUP	LOC120422855|XP_039442337.1|CPIP
OG0004951	LOC119546599|XP_037708958.1|DSUP	LOC120422833|XP_039442304.1|CPIP
OG0004952	LOC119552787|XP_037718540.1|DSUP	LOC120422881|XP_039442375.1|CPIP
OG0004953	LOC119552956|XP_037718867.1|DSUP	LOC120422824|XP_039442293.1|CPIP
OG0004954	LOC119554754|XP_037721710.1|DSUP	LOC120426107|XP_039446747.1|CPIP
OG0004955	LOC119555062|XP_037722193.1|DSUP	LOC120426297|XP_039446983.1|CPIP
OG0004956	LOC119550542|XP_037715199.1|DSUP	LOC120425879|XP_039446437.1|CPIP
OG0004957	LOC119553065|XP_037719119.1|DSUP	LOC120425349|XP_039445784.1|CPIP
OG0004958	LOC119555442|XP_037722744.1|DSUP	LOC120428812|XP_039449847.1|CPIP
OG0004959	LOC119555444|XP_037722746.1|DSUP	LOC120428821|XP_039449862.1|CPIP
OG0004960	LOC119555441|XP_037722740.1|DSUP	LOC120428816|XP_039449853.1|CPIP
OG0004961	LOC119549277|XP_037713139.1|DSUP	LOC120428817|XP_039449857.1|CPIP
OG0004962	LOC119555693|XP_037723275.1|DSUP	LOC120425973|XP_039446561.1|CPIP
OG0004963	LOC119552639|XP_037718258.1|DSUP	LOC120425970|XP_039446557.1|CPIP
OG0004964	LOC119553120|XP_037719235.1|DSUP	LOC120429650|XP_039450609.1|CPIP
OG0004965	LOC119555011|XP_037722082.1|DSUP	LOC120415766|XP_039433307.1|CPIP
OG0004966	LOC119553039|XP_037719030.1|DSUP	LOC120415744|XP_039433284.1|CPIP
OG0004967	LOC119551633|XP_037716986.1|DSUP	LOC120415760|XP_039433301.1|CPIP
OG0004968	LOC119554698|XP_037721629.1|DSUP	LOC120428571|XP_039449538.1|CPIP
OG0004969	LOC119550042|XP_037714423.1|DSUP	LOC120428563|XP_039449525.1|CPIP
OG0004970	LOC119554993|XP_037722059.1|DSUP	LOC120428564|XP_039449526.1|CPIP
OG0004971	LOC119552800|XP_037718561.1|DSUP	LOC120428565|XP_039449529.1|CPIP
OG0004972	LOC119553278|XP_037719499.1|DSUP	LOC120427235|XP_039448033.1|CPIP
OG0004973	LOC119553066|XP_037719120.1|DSUP	LOC120424872|XP_039445064.1|CPIP
OG0004974	LOC119555329|XP_037722588.1|DSUP	LOC120424881|XP_039445079.1|CPIP
OG0004975	LOC119552990|XP_037718937.1|DSUP	LOC120424792|XP_039444934.1|CPIP
